"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.0332983508261613,0.133528580863564,0.0223722828123033,0.0594049858254375,0.638727933452083,-0.0460990720751408,0.253295540818053,0.203806857699949,0.0400018793798385,-0.430347342004948,0.134684636884122,0.134684636884122,0.134684636884122,0.0230334684440632,-0.127669048873094,-0.08049018506683,0.18874624891488,0.100377993075621
"avg_resolution",-0.0332983508261613,1,-0.0710448310997301,0.272951853220703,-0.0693231841142742,-0.127729614379387,-0.13922518234502,-0.0622377808442152,-0.0725468896469884,0.242943953563766,0.200119496879522,-0.0186039609678427,-0.0186039609678427,-0.0186039609678427,0.00259507769297578,-0.138829727166071,-0.143467752790805,-0.0547311008863722,0.0322214962940901
"scmChanges",0.133528580863564,-0.0710448310997301,1,0.392739348739093,0.258918617866149,0.176914036717717,0.381662652625756,0.87387571925648,0.912455281418875,0.432368701452762,0.11707381712761,0.809729031002542,0.809729031002542,0.809729031002542,0.393989644182629,-0.0424493608756773,0.358650736025487,0.913528898461189,-0.298087966977291
"scrChanges",0.0223722828123033,0.272951853220703,0.392739348739093,1,0.231756117813028,0.122910616253529,0.391432501618501,0.23989522331963,0.280532957877436,0.990985443205021,0.287257872876124,0.497092740277119,0.497092740277119,0.497092740277119,0.409228056088855,0.200397298315589,0.435673866417998,0.411411833274386,-0.329188408245168
"mslChanges",0.0594049858254375,-0.0693231841142742,0.258918617866149,0.231756117813028,1,0.0237646556717634,-0.113008210316954,0.222537111405161,0.209443544153431,0.261211041662744,-0.263258091835551,0.165930227887381,0.165930227887381,0.165930227887381,0.0100354499222198,-0.154513645152203,-0.0633608213930471,0.28159368375063,0.113343356974022
"number_of_domain",0.638727933452083,-0.127729614379387,0.176914036717717,0.122910616253529,0.0237646556717634,1,0.156990869076816,0.0904176596915288,0.0851366999754875,0.12029959569305,0,0.231988302923868,0.231988302923868,0.231988302923868,0.138778760311093,0.0788767833955716,0.193774287919471,0.110783641109048,-0.152245701969185
"country",-0.0460990720751408,-0.13922518234502,0.381662652625756,0.391432501618501,-0.113008210316954,0.156990869076816,1,0.350685996033734,0.36431919472568,0.376281247716177,0.313899760824311,0.642164253039448,0.642164253039448,0.642164253039448,0.543478856851007,0.703430326583137,0.818481613810992,0.358363271312734,-0.915709718187656
"linesadded",0.253295540818053,-0.0622377808442152,0.87387571925648,0.23989522331963,0.222537111405161,0.0904176596915288,0.350685996033734,1,0.983943531686856,0.267468429678827,-0.0570293163631324,0.817691163937198,0.817691163937198,0.817691163937198,0.438126074116991,-0.0712991512520372,0.327885018520224,0.945589464803548,-0.266876178941824
"linesremoved",0.203806857699949,-0.0725468896469884,0.912455281418875,0.280532957877436,0.209443544153431,0.0851366999754875,0.36431919472568,0.983943531686856,1,0.310687461199509,-0.0159359793253332,0.831044535945431,0.831044535945431,0.831044535945431,0.465754827371271,-0.0617064348357815,0.350508165544768,0.966713587562125,-0.285089589299135
"ReviewGotMerged",0.0400018793798385,0.242943953563766,0.432368701452762,0.990985443205021,0.261211041662744,0.12029959569305,0.376281247716177,0.267468429678827,0.310687461199509,1,0.258455974748222,0.490863234486725,0.490863234486725,0.490863234486725,0.350130982700459,0.196243143153235,0.413699826147402,0.451562510938918,-0.319618121616583
"X",-0.430347342004948,0.200119496879522,0.11707381712761,0.287257872876124,-0.263258091835551,0,0.313899760824311,-0.0570293163631324,-0.0159359793253332,0.258455974748222,1,0.125770268057196,0.125770268057196,0.125770268057196,0.138592676631322,0.313971859082323,0.431035342347262,0.019411025135034,-0.29694235426652
"in_degree",0.134684636884122,-0.0186039609678427,0.809729031002542,0.497092740277119,0.165930227887381,0.231988302923868,0.642164253039448,0.817691163937198,0.831044535945431,0.490863234486725,0.125770268057196,1,1,1,0.658549640862532,0.270181888274619,0.696902171379512,0.831585842124259,-0.581675532787492
"out_degree",0.134684636884122,-0.0186039609678427,0.809729031002542,0.497092740277119,0.165930227887381,0.231988302923868,0.642164253039448,0.817691163937198,0.831044535945431,0.490863234486725,0.125770268057196,1,1,1,0.658549640862532,0.270181888274619,0.696902171379512,0.831585842124259,-0.581675532787492
"degree",0.134684636884122,-0.0186039609678427,0.809729031002542,0.497092740277119,0.165930227887381,0.231988302923868,0.642164253039448,0.817691163937198,0.831044535945431,0.490863234486725,0.125770268057196,1,1,1,0.658549640862532,0.270181888274619,0.696902171379512,0.831585842124259,-0.581675532787492
"betweenness",0.0230334684440632,0.00259507769297578,0.393989644182629,0.409228056088855,0.0100354499222198,0.138778760311093,0.543478856851007,0.438126074116991,0.465754827371271,0.350130982700459,0.138592676631322,0.658549640862532,0.658549640862532,0.658549640862532,1,0.252327959416644,0.548472002291068,0.452909985149304,-0.439229139265459
"clustcoeff",-0.127669048873094,-0.138829727166071,-0.0424493608756773,0.200397298315589,-0.154513645152203,0.0788767833955716,0.703430326583137,-0.0712991512520372,-0.0617064348357815,0.196243143153235,0.313971859082323,0.270181888274619,0.270181888274619,0.270181888274619,0.252327959416644,1,0.762097110267782,-0.0550877153828522,-0.674150626387864
"closeness",-0.08049018506683,-0.143467752790805,0.358650736025487,0.435673866417998,-0.0633608213930471,0.193774287919471,0.818481613810992,0.327885018520224,0.350508165544768,0.413699826147402,0.431035342347262,0.696902171379512,0.696902171379512,0.696902171379512,0.548472002291068,0.762097110267782,1,0.365077547423691,-0.776234848458049
"eigencentrality",0.18874624891488,-0.0547311008863722,0.913528898461189,0.411411833274386,0.28159368375063,0.110783641109048,0.358363271312734,0.945589464803548,0.966713587562125,0.451562510938918,0.019411025135034,0.831585842124259,0.831585842124259,0.831585842124259,0.452909985149304,-0.0550877153828522,0.365077547423691,1,-0.299550637275157
"upeople_id",0.100377993075621,0.0322214962940901,-0.298087966977291,-0.329188408245168,0.113343356974022,-0.152245701969185,-0.915709718187656,-0.266876178941824,-0.285089589299135,-0.319618121616583,-0.29694235426652,-0.581675532787492,-0.581675532787492,-0.581675532787492,-0.439229139265459,-0.674150626387864,-0.776234848458049,-0.299550637275157,1
