"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.0725697429919258,-0.230513614554766,NA,-0.24000771120821,-0.140462898335273,-0.353474116812684,-0.228788345022928,-0.228650115934087,NA,-0.389044125733448,-0.305117949230005,-0.305117949230005,-0.305117949230005,NA,NA,-0.354168544676755,-0.150959268783261,0.476064571112613
"avg_resolution",-0.0725697429919258,1,-0.236227603129489,NA,-0.255370414712639,0.4106214534389,0.530449841983722,-0.234398927296857,-0.234252427568338,NA,-0.726786231966198,-0.315747415954173,-0.315747415954173,-0.315747415954173,NA,NA,-0.370246663978744,-0.152188135242025,-0.436385188846847
"scmChanges",-0.230513614554766,-0.236227603129489,1,NA,-0.117473599227037,0.4188856636358,0.692075892574994,0.999979536973007,0.999976136992958,NA,0.654636632012171,0.946238212417055,0.946238212417055,0.946238212417055,NA,NA,0.638027634309895,0.964214011718287,-0.489919377622689
"scrChanges",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mslChanges",-0.24000771120821,-0.255370414712639,-0.117473599227037,NA,1,0.452830254477995,-0.265156518245368,-0.123824215082947,-0.124331322994999,NA,-0.0815930159367409,0.210072907950784,0.210072907950784,0.210072907950784,NA,NA,0.689730494715005,-0.376559104999778,-0.39922699103684
"number_of_domain",-0.140462898335273,0.4106214534389,0.4188856636358,NA,0.452830254477995,1,0.654354605516168,0.415643002407481,0.41538322482353,NA,-0.271830141109781,0.559892510955854,0.559892510955854,0.559892510955854,NA,NA,0.656532164298613,0.269864432368667,-0.931952454727511
"country",-0.353474116812684,0.530449841983722,0.692075892574994,NA,-0.265156518245368,0.654354605516168,1,0.693246115151131,0.693338375983766,NA,0.0687776778379407,0.594982026856071,0.594982026856071,0.594982026856071,NA,NA,0.299004972383293,0.716393948569452,-0.770337907855228
"linesadded",-0.228788345022928,-0.234398927296857,0.999979536973007,NA,-0.123824215082947,0.415643002407481,0.693246115151131,1,0.999999869410316,NA,0.654653451948945,0.944149506136476,0.944149506136476,0.944149506136476,NA,NA,0.633088559875085,0.96589036993083,-0.486966815540575
"linesremoved",-0.228650115934087,-0.234252427568338,0.999976136992958,NA,-0.124331322994999,0.41538322482353,0.693338375983766,0.999999869410316,1,NA,0.65465363996794,0.943980980641638,0.943980980641638,0.943980980641638,NA,NA,0.632692878447613,0.966022582710934,-0.486730086963745
"ReviewGotMerged",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X",-0.389044125733448,-0.726786231966198,0.654636632012171,NA,-0.0815930159367409,-0.271830141109781,0.0687776778379407,0.654653451948945,0.65465363996794,NA,1,0.617914380653325,0.617914380653325,0.617914380653325,NA,NA,0.414039335605413,0.632462051694538,0.100902025161166
"in_degree",-0.305117949230005,-0.315747415954173,0.946238212417055,NA,0.210072907950784,0.559892510955854,0.594982026856071,0.944149506136476,0.943980980641638,NA,0.617914380653325,1,1,1,NA,NA,0.852802865422442,0.82661594820089,-0.612365399822123
"out_degree",-0.305117949230005,-0.315747415954173,0.946238212417055,NA,0.210072907950784,0.559892510955854,0.594982026856071,0.944149506136476,0.943980980641638,NA,0.617914380653325,1,1,1,NA,NA,0.852802865422442,0.82661594820089,-0.612365399822123
"degree",-0.305117949230005,-0.315747415954173,0.946238212417055,NA,0.210072907950784,0.559892510955854,0.594982026856071,0.944149506136476,0.943980980641638,NA,0.617914380653325,1,1,1,NA,NA,0.852802865422442,0.82661594820089,-0.612365399822123
"betweenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"clustcoeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"closeness",-0.354168544676755,-0.370246663978744,0.638027634309895,NA,0.689730494715005,0.656532164298613,0.299004972383293,0.633088559875085,0.632692878447613,NA,0.414039335605413,0.852802865422442,0.852802865422442,0.852802865422442,NA,NA,1,0.411045257252505,-0.666760863588406
"eigencentrality",-0.150959268783261,-0.152188135242025,0.964214011718287,NA,-0.376559104999778,0.269864432368667,0.716393948569452,0.96589036993083,0.966022582710934,NA,0.632462051694538,0.82661594820089,0.82661594820089,0.82661594820089,NA,NA,0.411045257252505,1,-0.350439009612153
"upeople_id",0.476064571112613,-0.436385188846847,-0.489919377622689,NA,-0.39922699103684,-0.931952454727511,-0.770337907855228,-0.486966815540575,-0.486730086963745,NA,0.100902025161166,-0.612365399822123,-0.612365399822123,-0.612365399822123,NA,NA,-0.666760863588406,-0.350439009612153,1
