"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,0.563504680193062,0.380133783331455,0.543733946398804,-0.880599229281441,0.286275289145681,-0.621572528671046,0.522282982494472,0.546310752393853,0.545585737571828,0.781965306541157,0.129656310628086,0.129656310628086,0.129656310628086,-0.999711774024853,-0.948338118703228,0.31304868964807,0.316445604125484,0.33359943194796
"avg_resolution",0.563504680193062,1,-0.534059615906313,-0.289508973712048,-0.865159399095448,0.852363777312883,-0.865542264115259,-0.408043836795601,-0.383278819792796,-0.320500244923172,-0.0729578265055344,-0.715856748192332,-0.715856748192332,-0.715856748192332,-0.571530669784377,-0.739162278948362,0.882012274768751,-0.604559742881796,0.900008907169226
"scmChanges",0.380133783331455,-0.534059615906313,1,0.779705910707185,0.0994389835343637,-0.561341113892731,0.239922561655488,0.981033420586141,0.95784854951928,0.82977774086503,0.86877509351388,0.864292937043511,0.864292937043511,0.864292937043511,-0.36695071470973,-0.173072841691229,-0.576859434179161,0.970725311618969,-0.58233607293317
"scrChanges",0.543733946398804,-0.289508973712048,0.779705910707185,1,-0.224627809096665,-0.648179057871585,0.315259068150327,0.868807814914767,0.917902671676692,0.996354658458962,0.854395574350172,0.873832255563295,0.873832255563295,0.873832255563295,-0.545807505282159,-0.251894819510847,-0.624050912989415,0.873813051027394,-0.604155945989147
"mslChanges",-0.880599229281441,-0.865159399095448,0.0994389835343637,-0.224627809096665,1,-0.551650569924674,0.75083845750051,-0.0697257360154636,-0.113878624556254,-0.196892486746433,-0.403840622426902,0.27003702660707,0.27003702660707,0.27003702660707,0.888236151090688,0.914431316948063,-0.591329124546214,0.137852011898269,-0.618184268589785
"number_of_domain",0.286275289145681,0.852363777312883,-0.561341113892731,-0.648179057871585,-0.551650569924674,1,-0.921132372943677,-0.530685014503739,-0.562358423761162,-0.644553601530964,-0.27524094128159,-0.886405260427918,-0.886405260427918,-0.886405260427918,-0.284267621807481,-0.571355900897289,0.998136894587802,-0.721919509909038,0.99491652805618
"country",-0.621572528671046,-0.865542264115259,0.239922561655488,0.315259068150327,0.75083845750051,-0.921132372943677,1,0.174236642611107,0.201457741148506,0.302254760147606,-0.119522860933439,0.641533027871785,0.641533027871785,0.641533027871785,0.617213399848368,0.837916110940209,-0.924149329611308,0.414474404415757,-0.925944254178629
"linesadded",0.522282982494472,-0.408043836795601,0.981033420586141,0.868807814914767,-0.0697257360154636,-0.530685014503739,0.174236642611107,1,0.993911841012122,0.907786673741415,0.939949856255148,0.861932591851168,0.861932591851168,0.861932591851168,-0.512255330919706,-0.297695915186242,-0.535132715728378,0.968161228129856,-0.53321681114529
"linesremoved",0.546310752393853,-0.383278819792796,0.95784854951928,0.917902671676692,-0.113878624556254,-0.562358423761162,0.201457741148506,0.993911841012122,1,0.948274126656778,0.945498132752094,0.880581285500048,0.880581285500048,0.880581285500048,-0.538746977882163,-0.30269360275068,-0.560373183565174,0.967411815844906,-0.554290759707882
"ReviewGotMerged",0.545585737571828,-0.320500244923172,0.82977774086503,0.996354658458962,-0.196892486746433,-0.644553601530964,0.302254760147606,0.907786673741415,0.948274126656778,1,0.88336357930839,0.890810400870039,0.890810400870039,0.890810400870039,-0.54561149884905,-0.259098985518384,-0.625010098438996,0.907927026846959,-0.607917460369634
"X",0.781965306541157,-0.0729578265055344,0.86877509351388,0.854395574350172,-0.403840622426902,-0.27524094128159,-0.119522860933439,0.939949856255148,0.945498132752094,0.88336357930839,1,0.683130051063973,0.683130051063973,0.683130051063973,-0.774596669241483,-0.59634850613796,-0.267594103624049,0.834718482444998,-0.257850606223572
"in_degree",0.129656310628086,-0.715856748192332,0.864292937043511,0.873832255563295,0.27003702660707,-0.886405260427918,0.641533027871785,0.861932591851168,0.880581285500048,0.890810400870039,0.683130051063973,1,1,1,-0.125988157669742,0.166596340832859,-0.885904373574181,0.957327041749074,-0.881747102823324
"out_degree",0.129656310628086,-0.715856748192332,0.864292937043511,0.873832255563295,0.27003702660707,-0.886405260427918,0.641533027871785,0.861932591851168,0.880581285500048,0.890810400870039,0.683130051063973,1,1,1,-0.125988157669742,0.166596340832859,-0.885904373574181,0.957327041749074,-0.881747102823324
"degree",0.129656310628086,-0.715856748192332,0.864292937043511,0.873832255563295,0.27003702660707,-0.886405260427918,0.641533027871785,0.861932591851168,0.880581285500048,0.890810400870039,0.683130051063973,1,1,1,-0.125988157669742,0.166596340832859,-0.885904373574181,0.957327041749074,-0.881747102823324
