"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"avg_resolution",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"scmChanges",NA,NA,1,0.749383886067228,0.536902094145237,0.0639847562427577,0.476663720246052,0.738788391480323,0.955755103984855,0.809319493597959,-0.344280668963713,0.696296718600159,0.696296718600159,0.696296718600159,0.190444823193443,0.253218436627605,0.29706479806905,0.925421687071146,-0.48450224045959
"scrChanges",NA,NA,0.749383886067228,1,0.696656069281527,0.0112745248067701,0.327141196300442,0.80698717666294,0.692827781657732,0.987754202257723,-0.268206048188854,0.524581018242174,0.524581018242174,0.524581018242174,0.0539419597216813,0.199390778898436,-0.0529824548711519,0.771004083317675,-0.336313321208608
"mslChanges",NA,NA,0.536902094145237,0.696656069281527,1,-0.0626328919602618,0.427377679757317,0.85116970627218,0.376480102610724,0.661220450469904,-0.458447305617818,0.669100088522661,0.669100088522661,0.669100088522661,0.304918712077117,0.36554668628249,-0.126548872141294,0.733710109914965,-0.503652588047815
"number_of_domain",NA,NA,0.0639847562427577,0.0112745248067701,-0.0626328919602618,1,-0.0851309509489702,0.052528471543488,0.117981015574079,0.0358589027493429,-0.18916561342696,-0.0819092302417637,-0.0819092302417637,-0.0819092302417637,-0.162318535893596,-0.153824492251357,-0.107787255231642,0.04331870982068,0.0850255332101113
"country",NA,NA,0.476663720246052,0.327141196300442,0.427377679757317,-0.0851309509489702,1,0.367922175254127,0.345686776798953,0.305569714872938,-0.117952717261011,0.804477407212473,0.804477407212473,0.804477407212473,0.457995102161728,0.854097239149021,0.601383982668057,0.465062765329802,-0.940140047352834
"linesadded",NA,NA,0.738788391480323,0.80698717666294,0.85116970627218,0.052528471543488,0.367922175254127,1,0.683542532174456,0.816913315180984,-0.435440110816618,0.583676765369994,0.583676765369994,0.583676765369994,0.0318418973482245,0.320502028017627,-0.219992549575732,0.793064197681717,-0.446359857606614
"linesremoved",NA,NA,0.955755103984855,0.692827781657732,0.376480102610724,0.117981015574079,0.345686776798953,0.683542532174456,1,0.771024212204211,-0.308542509402162,0.548759621202645,0.548759621202645,0.548759621202645,0.0573745797279167,0.122274213529505,0.249711579724741,0.842091351695038,-0.347520104321286
"ReviewGotMerged",NA,NA,0.809319493597959,0.987754202257723,0.661220450469904,0.0358589027493429,0.305569714872938,0.816913315180984,0.771024212204211,1,-0.268624290933468,0.532637723616089,0.532637723616089,0.532637723616089,0.0425558461645345,0.166902910069897,-0.0366204350327844,0.808185420767918,-0.318475050041605
"X",NA,NA,-0.344280668963713,-0.268206048188854,-0.458447305617818,-0.18916561342696,-0.117952717261011,-0.435440110816618,-0.308542509402162,-0.268624290933468,1,-0.224038091557714,-0.224038091557714,-0.224038091557714,0.0282826883923219,-0.0041300137282794,0.146533172597342,-0.389629951738627,0.0963608112733425
"in_degree",NA,NA,0.696296718600159,0.524581018242174,0.669100088522661,-0.0819092302417637,0.804477407212473,0.583676765369994,0.548759621202645,0.532637723616089,-0.224038091557714,1,1,1,0.721164963966783,0.615248771597157,0.573710272079611,0.80578541845031,-0.846190042594053
"out_degree",NA,NA,0.696296718600159,0.524581018242174,0.669100088522661,-0.0819092302417637,0.804477407212473,0.583676765369994,0.548759621202645,0.532637723616089,-0.224038091557714,1,1,1,0.721164963966783,0.615248771597157,0.573710272079611,0.80578541845031,-0.846190042594053
"degree",NA,NA,0.696296718600159,0.524581018242174,0.669100088522661,-0.0819092302417637,0.804477407212473,0.583676765369994,0.548759621202645,0.532637723616089,-0.224038091557714,1,1,1,0.721164963966783,0.615248771597157,0.573710272079611,0.80578541845031,-0.846190042594053
"betweenness",NA,NA,0.190444823193443,0.0539419597216813,0.304918712077117,-0.162318535893596,0.457995102161728,0.0318418973482245,0.0573745797279167,0.0425558461645345,0.0282826883923219,0.721164963966783,0.721164963966783,0.721164963966783,1,0.310515290876474,0.676543924982285,0.386526688562344,-0.531622618840114
"clustcoeff",NA,NA,0.253218436627605,0.199390778898436,0.36554668628249,-0.153824492251357,0.854097239149021,0.320502028017627,0.122274213529505,0.166902910069897,-0.0041300137282794,0.615248771597157,0.615248771597157,0.615248771597157,0.310515290876474,1,0.413052883093377,0.199429429190223,-0.912046194573959
"closeness",NA,NA,0.29706479806905,-0.0529824548711519,-0.126548872141294,-0.107787255231642,0.601383982668057,-0.219992549575732,0.249711579724741,-0.0366204350327844,0.146533172597342,0.573710272079611,0.573710272079611,0.573710272079611,0.676543924982285,0.413052883093377,1,0.260565377747259,-0.569931104880893
"eigencentrality",NA,NA,0.925421687071146,0.771004083317675,0.733710109914965,0.04331870982068,0.465062765329802,0.793064197681717,0.842091351695038,0.808185420767918,-0.389629951738627,0.80578541845031,0.80578541845031,0.80578541845031,0.386526688562344,0.199429429190223,0.260565377747259,1,-0.495741922565737
"upeople_id",NA,NA,-0.48450224045959,-0.336313321208608,-0.503652588047815,0.0850255332101113,-0.940140047352834,-0.446359857606614,-0.347520104321286,-0.318475050041605,0.0963608112733425,-0.846190042594053,-0.846190042594053,-0.846190042594053,-0.531622618840114,-0.912046194573959,-0.569931104880893,-0.495741922565737,1
