"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.0672926575291904,0.0739326354829279,NA,NA,0.138557306401519,-0.166668119559698,0.152015132339576,0.152444856266269,NA,0.0209379126636742,0.0386020798430851,0.0386020798430851,0.0386020798430851,0.0564714284691139,-0.0118041826560742,-0.0317258545245004,0.0582746353927737,0.187499045584915
"avg_resolution",-0.0672926575291904,1,-0.0908067018291918,NA,NA,-0.132615291067783,-0.265225223624774,-0.0426357017432653,-0.0423610273130178,NA,0.0180090567820403,-0.0968246447755103,-0.0968246447755103,-0.0968246447755103,-0.0789342602909283,-0.0937911830530404,0.124444447564834,-0.0817723893310487,0.297690071061678
"scmChanges",0.0739326354829279,-0.0908067018291918,1,NA,NA,0.630552574709357,0.423711233241198,0.779058767799774,0.778366745257893,NA,-0.224531762119156,0.964284094426819,0.964284094426819,0.964284094426819,0.536291924693939,0.0259874788515414,-0.65183801591022,0.985363466294163,-0.392521325627654
"scrChanges",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mslChanges",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"number_of_domain",0.138557306401519,-0.132615291067783,0.630552574709357,NA,NA,1,0.440250269024908,0.823036256797539,0.822703982402992,NA,-0.493754406505821,0.4750244901016,0.4750244901016,0.4750244901016,0.578636530227493,0.100611843036118,-0.384088932526555,0.532031493921835,-0.431761344919584
"country",-0.166668119559698,-0.265225223624774,0.423711233241198,NA,NA,0.440250269024908,1,0.291461183757145,0.290623161480036,NA,-0.360497890498338,0.424992468300405,0.424992468300405,0.424992468300405,0.377539665591607,0.303222936468558,-0.468192395059318,0.386995265571451,-0.983345460733688
"linesadded",0.152015132339576,-0.0426357017432653,0.779058767799774,NA,NA,0.823036256797539,0.291461183757145,1,0.99999170211044,NA,-0.328427817011433,0.61242078136128,0.61242078136128,0.61242078136128,0.693678960353739,-0.0318955689348486,-0.363121282352493,0.697915487226634,-0.237924508430455
"linesremoved",0.152444856266269,-0.0423610273130178,0.778366745257893,NA,NA,0.822703982402992,0.290623161480036,0.99999170211044,1,NA,-0.328095313265712,0.611896368744101,0.611896368744101,0.611896368744101,0.693329540216663,-0.031163348811722,-0.363528240094772,0.697355641802906,-0.236953518971028
"ReviewGotMerged",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X",0.0209379126636742,0.0180090567820403,-0.224531762119156,NA,NA,-0.493754406505821,-0.360497890498338,-0.328427817011433,-0.328095313265712,NA,1,-0.170568525182452,-0.170568525182452,-0.170568525182452,-0.435763823521538,-0.425488205328486,0.389536360430659,-0.142274470037285,0.376584828689895
"in_degree",0.0386020798430851,-0.0968246447755103,0.964284094426819,NA,NA,0.4750244901016,0.424992468300405,0.61242078136128,0.611896368744101,NA,-0.170568525182452,1,1,1,0.491387974000348,0.115203944842976,-0.727436925158181,0.983575491511936,-0.399353614329112
"out_degree",0.0386020798430851,-0.0968246447755103,0.964284094426819,NA,NA,0.4750244901016,0.424992468300405,0.61242078136128,0.611896368744101,NA,-0.170568525182452,1,1,1,0.491387974000348,0.115203944842976,-0.727436925158181,0.983575491511936,-0.399353614329112
"degree",0.0386020798430851,-0.0968246447755103,0.964284094426819,NA,NA,0.4750244901016,0.424992468300405,0.61242078136128,0.611896368744101,NA,-0.170568525182452,1,1,1,0.491387974000348,0.115203944842976,-0.727436925158181,0.983575491511936,-0.399353614329112
"betweenness",0.0564714284691139,-0.0789342602909283,0.536291924693939,NA,NA,0.578636530227493,0.377539665591607,0.693678960353739,0.693329540216663,NA,-0.435763823521538,0.491387974000348,0.491387974000348,0.491387974000348,1,0.476267828760758,-0.521757466690136,0.4702809017992,-0.340699619358453
"clustcoeff",-0.0118041826560742,-0.0937911830530404,0.0259874788515414,NA,NA,0.100611843036118,0.303222936468558,-0.0318955689348486,-0.031163348811722,NA,-0.425488205328486,0.115203944842976,0.115203944842976,0.115203944842976,0.476267828760758,1,-0.736229526632265,-0.0335825034604743,-0.346609394616203
"closeness",-0.0317258545245004,0.124444447564834,-0.65183801591022,NA,NA,-0.384088932526555,-0.468192395059318,-0.363121282352493,-0.363528240094772,NA,0.389536360430659,-0.727436925158181,-0.727436925158181,-0.727436925158181,-0.521757466690136,-0.736229526632265,1,-0.619339869313894,0.488704539065145
"eigencentrality",0.0582746353927737,-0.0817723893310487,0.985363466294163,NA,NA,0.532031493921835,0.386995265571451,0.697915487226634,0.697355641802906,NA,-0.142274470037285,0.983575491511936,0.983575491511936,0.983575491511936,0.4702809017992,-0.0335825034604743,-0.619339869313894,1,-0.351100903202733
"upeople_id",0.187499045584915,0.297690071061678,-0.392521325627654,NA,NA,-0.431761344919584,-0.983345460733688,-0.237924508430455,-0.236953518971028,NA,0.376584828689895,-0.399353614329112,-0.399353614329112,-0.399353614329112,-0.340699619358453,-0.346609394616203,0.488704539065145,-0.351100903202733,1
