"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,0.225130189413811,0.0755389175366094,NA,0.139082115291657,0.791998677743422,-0.926130765442639,0.0920048896960374,0.11593506084889,NA,-0.535204612041199,0.134550090918736,0.134550090918736,0.134550090918736,NA,NA,-0.134550090918736,0.134550043289021,0.895481268524551
"avg_resolution",0.225130189413811,1,0.680531326691323,NA,0.801253252694734,-0.00612510765258684,-0.138422035445116,0.198558196211832,0.602364592360108,NA,-0.686801952441371,0.611425714957994,0.611425714957994,0.611425714957994,NA,NA,-0.611425714957994,0.61142465924416,-0.0844879421907137
"scmChanges",0.0755389175366094,0.680531326691323,1,NA,0.976509142150237,-0.351587039814591,0.199544402068777,0.836779871267511,0.988752555439023,NA,-0.848514862554704,0.983479239681778,0.983479239681778,0.983479239681778,NA,NA,-0.983479239681778,0.98347909038699,-0.373255618471688
"scrChanges",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mslChanges",0.139082115291657,0.801253252694734,0.976509142150237,NA,1,-0.233124898583121,0.122851153724224,0.740899413406391,0.958790898391283,NA,-0.842835582994015,0.962303173256887,0.962303173256887,0.962303173256887,NA,NA,-0.962303173256887,0.962302806405208,-0.306614031872476
"number_of_domain",0.791998677743422,-0.00612510765258684,-0.351587039814591,NA,-0.233124898583121,1,-0.852588541877948,-0.288844640075195,-0.294043274897958,NA,0,-0.262445329583912,-0.262445329583912,-0.262445329583912,NA,NA,0.262445329583912,-0.262445425927965,0.884006372989725
"country",-0.926130765442639,-0.138422035445116,0.199544402068777,NA,0.122851153724224,-0.852588541877948,1,0.242391286387749,0.188283717282405,NA,0.307024981316048,0.176556137886612,0.176556137886612,0.176556137886612,NA,NA,-0.176556137886612,0.176556371217462,-0.960711355331106
"linesadded",0.0920048896960374,0.198558196211832,0.836779871267511,NA,0.740899413406391,-0.288844640075195,0.242391286387749,1,0.899424626645569,NA,-0.67155159221432,0.895337552069989,0.895337552069989,0.895337552069989,NA,NA,-0.895337552069989,0.895338150588505,-0.297848449392764
"linesremoved",0.11593506084889,0.602364592360108,0.988752555439023,NA,0.958790898391283,-0.294043274897958,0.188283717282405,0.899424626645569,1,NA,-0.832870415832779,0.998486393976528,0.998486393976528,0.998486393976528,NA,NA,-0.998486393976527,0.998486404170544,-0.335975799688336
"ReviewGotMerged",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X",-0.535204612041199,-0.686801952441371,-0.848514862554704,NA,-0.842835582994015,0,0.307024981316048,-0.67155159221432,-0.832870415832779,NA,1,-0.828078671210825,-0.828078671210825,-0.828078671210825,NA,NA,0.828078671210825,-0.828078443217865,-0.129912056506035
"in_degree",0.134550090918736,0.611425714957994,0.983479239681778,NA,0.962303173256887,-0.262445329583912,0.176556137886612,0.895337552069989,0.998486393976528,NA,-0.828078671210825,1,1,1,NA,NA,-1,0.999999999999091,-0.318623451878229
"out_degree",0.134550090918736,0.611425714957994,0.983479239681778,NA,0.962303173256887,-0.262445329583912,0.176556137886612,0.895337552069989,0.998486393976528,NA,-0.828078671210825,1,1,1,NA,NA,-1,0.999999999999091,-0.318623451878229
"degree",0.134550090918736,0.611425714957994,0.983479239681778,NA,0.962303173256887,-0.262445329583912,0.176556137886612,0.895337552069989,0.998486393976528,NA,-0.828078671210825,1,1,1,NA,NA,-1,0.999999999999091,-0.318623451878229
"betweenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"clustcoeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"closeness",-0.134550090918736,-0.611425714957994,-0.983479239681778,NA,-0.962303173256887,0.262445329583912,-0.176556137886612,-0.895337552069989,-0.998486393976527,NA,0.828078671210825,-1,-1,-1,NA,NA,1,-0.999999999999091,0.318623451878228
"eigencentrality",0.134550043289021,0.61142465924416,0.98347909038699,NA,0.962302806405208,-0.262445425927965,0.176556371217462,0.895338150588505,0.998486404170544,NA,-0.828078443217865,0.999999999999091,0.999999999999091,0.999999999999091,NA,NA,-0.999999999999091,1,-0.318623451869641
"upeople_id",0.895481268524551,-0.0844879421907137,-0.373255618471688,NA,-0.306614031872476,0.884006372989725,-0.960711355331106,-0.297848449392764,-0.335975799688336,NA,-0.129912056506035,-0.318623451878229,-0.318623451878229,-0.318623451878229,NA,NA,0.318623451878228,-0.318623451869641,1
