"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,0.129571647319096,0.0458458320270757,-0.0178442490991681,0.0992233626151854,-0.0696880136837721,-0.0851467527121017,-0.00967205442728718,-0.0175304391603348,-0.0171464759331474,-0.0301916164366661,-0.0272437941044396,-0.0272437941044396,-0.0272437941044396,-0.0177174209682767,-0.0525202163524081,-0.0621133375593981,0.0461227052275396,0.0971102669726734
"avg_resolution",0.129571647319096,1,-0.0237148526089762,-0.0239230514276167,0.00625971700473785,-0.0509130935951796,-0.0901824396187736,-0.0184815905738691,-0.0365538173790827,-0.0225574302849421,0.146414199002512,-0.0272269661719131,-0.0272269661719131,-0.0272269661719131,-0.0350588376204849,-0.106620570359715,-0.0940511543831889,0.0247857007326262,0.0892417320795921
"scmChanges",0.0458458320270757,-0.0237148526089762,1,0.172717276944412,0.657930797446796,0.258517243500836,0.346862555565685,0.185363155501917,0.151819077557056,0.176075576870329,-0.228749241586521,0.536848690049522,0.536848690049522,0.536848690049522,0.214895931246616,0.157400364589759,0.352293215993658,0.658122904245864,-0.36986687903004
"scrChanges",-0.0178442490991681,-0.0239230514276167,0.172717276944412,1,0.294808504357154,0.139558032536365,0.106769357280062,0.995559066191112,0.822234301176075,0.99945012417841,-0.15809472344158,0.502972666706505,0.502972666706505,0.502972666706505,0.554805351337228,-0.0307829573551445,0.144049568230969,0.531297467472553,-0.112494902088329
"mslChanges",0.0992233626151854,0.00625971700473785,0.657930797446796,0.294808504357154,1,0.213124859407986,0.262269567839487,0.321828278597049,0.268031236513829,0.295851816947771,-0.172083900879635,0.481543911648908,0.481543911648908,0.481543911648908,0.316858889830822,0.0553454024745916,0.273469642702019,0.745637974874071,-0.251860651403661
"number_of_domain",-0.0696880136837721,-0.0509130935951796,0.258517243500836,0.139558032536365,0.213124859407986,1,0.417176581877128,0.139454510615086,0.115284808751816,0.142851293291949,-0.358925030374572,0.231624338697948,0.231624338697948,0.231624338697948,0.121928051400986,0.237654955316109,0.297417629955695,0.216297479220891,-0.458187497705831
"country",-0.0851467527121017,-0.0901824396187736,0.346862555565685,0.106769357280062,0.262269567839487,0.417176581877128,1,0.102416137816369,0.161366408060319,0.109438983273539,-0.366929566799266,0.458071837445337,0.458071837445337,0.458071837445337,0.26567592323485,0.628632172742632,0.788097464206713,0.356702184379599,-0.96419735870892
"linesadded",-0.00967205442728718,-0.0184815905738691,0.185363155501917,0.995559066191112,0.321828278597049,0.139454510615086,0.102416137816369,1,0.83353156574514,0.996114965474023,-0.158025888511682,0.483717671768542,0.483717671768542,0.483717671768542,0.546874511923051,-0.0336539818012543,0.129783241948267,0.542829956333835,-0.10534097009567
"linesremoved",-0.0175304391603348,-0.0365538173790827,0.151819077557056,0.822234301176075,0.268031236513829,0.115284808751816,0.161366408060319,0.83353156574514,1,0.822165023992151,-0.200425842838859,0.399979600084043,0.399979600084043,0.399979600084043,0.439647110431917,-0.0568778814597276,0.151287092765838,0.559417254821502,-0.141643271071847
"ReviewGotMerged",-0.0171464759331474,-0.0225574302849421,0.176075576870329,0.99945012417841,0.295851816947771,0.142851293291949,0.109438983273539,0.996114965474023,0.822165023992151,1,-0.162702759088737,0.505436964248346,0.505436964248346,0.505436964248346,0.555709846563719,-0.0291804735702526,0.146391096872022,0.533364731752302,-0.11580263829159
