"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.12936099677017,0.984243554749737,0.981755841207669,0.984401197786069,0.319666943266415,0.355755069894227,0.982553370611277,0.983896048294457,0.982854225379654,-0.777251230687229,0.871351438543602,0.871351438543602,0.871351438543602,0.666274324790561,-0.168478474538022,-0.278648839495516,0.943324589310635,-0.314744510647298
"avg_resolution",-0.12936099677017,1,-0.213172863873858,-0.197722422293411,-0.215431168208758,0.700174752558767,-0.122405844771975,-0.207629950773057,-0.212586749187823,-0.201933921742061,-0.221767743493565,-0.249880806392866,-0.249880806392866,-0.249880806392866,-0.535665535721187,-0.187792041627975,0.0464115475963259,-0.206058778306479,-0.01765202977836
"scmChanges",0.984243554749737,-0.213172863873858,1,0.997776736952664,0.999983555931832,0.186705109808782,0.37229555270143,0.999786710332463,0.999977958965849,0.998808105676496,-0.654646166018389,0.878560208211014,0.878560208211014,0.878560208211014,0.631816943158433,-0.213797877173741,-0.303604976544718,0.95255592223118,-0.320649344826472
"scrChanges",0.981755841207669,-0.197722422293411,0.997776736952664,1,0.997403112159761,0.180977117812991,0.393437573503303,0.997047272427897,0.997418455960756,0.999840390560289,-0.65298411524804,0.89398793184923,0.89398793184923,0.89398793184923,0.61702131085919,-0.173711291427713,-0.326919628626413,0.942462277220662,-0.3449054013357
"mslChanges",0.984401197786069,-0.215431168208758,0.999983555931832,0.997403112159761,1,0.18669758824408,0.371223629419127,0.99978791743369,0.999982799684053,0.998529949113994,-0.655305059612611,0.877711877229718,0.877711877229718,0.877711877229718,0.634347216021477,-0.215468456117608,-0.30217249698574,0.953007302283823,-0.31919801838668
"number_of_domain",0.319666943266415,0.700174752558767,0.186705109808782,0.180977117812991,0.18669758824408,1,-0.365739570358532,0.183378232200831,0.186325076452184,0.182674614055165,-0.680372621742188,-0.0373571485522025,-0.0373571485522025,-0.0373571485522025,-0.107754491688073,-0.340027268757488,0.38164833722144,0.317949780976916,0.285307970560647
"country",0.355755069894227,-0.122405844771975,0.37229555270143,0.393437573503303,0.371223629419127,-0.365739570358532,1,0.37768514000853,0.372250332135412,0.387788252933317,-0.266528013529697,0.73849625072086,0.73849625072086,0.73849625072086,0.585205735980653,0.551990756558794,-0.991128870750451,0.0735236558982906,-0.989757821951564
"linesadded",0.982553370611277,-0.207629950773057,0.999786710332463,0.997047272427897,0.99978791743369,0.183378232200831,0.37768514000853,1,0.99988626863662,0.998214806531164,-0.649137475719129,0.877485293916234,0.877485293916234,0.877485293916234,0.628045062844704,-0.223614917078879,-0.310685211728363,0.950250693624266,-0.326834562238918
"linesremoved",0.983896048294457,-0.212586749187823,0.999977958965849,0.997418455960756,0.999982799684053,0.186325076452184,0.372250332135412,0.99988626863662,1,0.998539412822554,-0.653389290877215,0.877386509658538,0.877386509658538,0.877386509658538,0.631482553760613,-0.218146651983043,-0.303849396967438,0.952511476414472,-0.320642860141635
"ReviewGotMerged",0.982854225379654,-0.201933921742061,0.998808105676496,0.999840390560289,0.998529949113994,0.182674614055165,0.387788252933317,0.998214806531164,0.998539412822554,1,-0.653714671040673,0.890178068162508,0.890178068162508,0.890178068162508,0.621180210530879,-0.184613053620795,-0.320655899982287,0.945628979056923,-0.33840029241664
