"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,0.791682371623189,-0.3992402652211,NA,-0.291665348014826,0.985196899259566,-0.624567360807186,-0.226889056147768,-0.26881215159846,NA,0.204124145231931,-0.509175077217316,-0.509175077217316,-0.509175077217316,-0.352641665467502,-0.272813188784767,0.402843345370335,-0.347073200062962,0.632642397209271
"avg_resolution",0.791682371623189,1,-0.0893166615765378,NA,-0.0464258312992668,0.738070963746975,-0.50495846341687,-0.179166974168091,-0.151101725624478,NA,-0.0702695813427267,-0.455685665863477,-0.455685665863477,-0.455685665863477,-0.0634849822517401,0.319794086841654,0.512585505625279,-0.429577693216023,0.405026761548117
"scmChanges",-0.3992402652211,-0.0893166615765378,1,NA,0.94732494011195,-0.292105569168344,0.588587733392465,0.857422264133323,0.91098500569474,NA,-0.861514109021653,0.711491175052753,0.711491175052753,0.711491175052753,0.866392320303114,0.624591773277579,0.0712844327399454,0.542703915571569,-0.620798892189066
"scrChanges",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mslChanges",-0.291665348014826,-0.0464258312992668,0.94732494011195,NA,1,-0.183818075693038,0.47500493317945,0.940569192549644,0.975445011528624,NA,-0.781409210627065,0.594034904388257,0.594034904388257,0.594034904388257,0.701677449249658,0.453567479820973,0.104008403333152,0.551009841591476,-0.453874255505935
"number_of_domain",0.985196899259566,0.738070963746975,-0.292105569168344,NA,-0.183818075693038,1,-0.550506805771361,-0.0962396638698606,-0.14118028091265,NA,0.124210352172843,-0.376228280441062,-0.376228280441062,-0.376228280441062,-0.267640299463598,-0.294239047488561,0.379853352968689,-0.210419996329435,0.570042470821692
"country",-0.624567360807186,-0.50495846341687,0.588587733392465,NA,0.47500493317945,-0.550506805771361,1,0.443655036340717,0.480482639899915,NA,-0.640411260268338,0.754359108952889,0.754359108952889,0.754359108952889,0.482261417813071,0.250167479269966,-0.662527261495194,0.550104111312388,-0.967114636923637
"linesadded",-0.226889056147768,-0.179166974168091,0.857422264133323,NA,0.940569192549644,-0.0962396638698606,0.443655036340717,1,0.990939323065267,NA,-0.73956285311654,0.552364800630343,0.552364800630343,0.552364800630343,0.653420295309074,0.203452895327139,0.126984426282986,0.541633546448655,-0.353295985820521
"linesremoved",-0.26881215159846,-0.151101725624478,0.91098500569474,NA,0.975445011528624,-0.14118028091265,0.480482639899915,0.990939323065267,1,NA,-0.765988838038051,0.607878741628271,0.607878741628271,0.607878741628271,0.690588123829922,0.299143094472459,0.0983982655421173,0.580302862858176,-0.418323657054718
"ReviewGotMerged",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X",0.204124145231931,-0.0702695813427267,-0.861514109021653,NA,-0.781409210627065,0.124210352172843,-0.640411260268338,-0.73956285311654,-0.765988838038051,NA,1,-0.489978943506111,-0.489978943506111,-0.489978943506111,-0.863792142440624,-0.629813769575076,-0.103207355224023,-0.219699317733106,0.639128469449503
"in_degree",-0.509175077217316,-0.455685665863477,0.711491175052753,NA,0.594034904388257,-0.376228280441062,0.754359108952889,0.552364800630343,0.607878741628271,NA,-0.489978943506111,1,1,1,0.559387081800043,0.213896315973249,-0.492680880775098,0.896393203686931,-0.789024362929266
"out_degree",-0.509175077217316,-0.455685665863477,0.711491175052753,NA,0.594034904388257,-0.376228280441062,0.754359108952889,0.552364800630343,0.607878741628271,NA,-0.489978943506111,1,1,1,0.559387081800043,0.213896315973249,-0.492680880775098,0.896393203686931,-0.789024362929266
"degree",-0.509175077217316,-0.455685665863477,0.711491175052753,NA,0.594034904388257,-0.376228280441062,0.754359108952889,0.552364800630343,0.607878741628271,NA,-0.489978943506111,1,1,1,0.559387081800043,0.213896315973249,-0.492680880775098,0.896393203686931,-0.789024362929266
"betweenness",-0.352641665467502,-0.0634849822517401,0.866392320303114,NA,0.701677449249658,-0.267640299463598,0.482261417813071,0.653420295309074,0.690588123829922,NA,-0.863792142440624,0.559387081800043,0.559387081800043,0.559387081800043,1,0.725174442818073,0.286612220571442,0.23061982281022,-0.549231672535019
"clustcoeff",-0.272813188784767,0.319794086841654,0.624591773277579,NA,0.453567479820973,-0.294239047488561,0.250167479269966,0.203452895327139,0.299143094472459,NA,-0.629813769575076,0.213896315973249,0.213896315973249,0.213896315973249,0.725174442818073,1,0.306758800414213,-0.105248454384948,-0.425262558327483
"closeness",0.402843345370335,0.512585505625279,0.0712844327399454,NA,0.104008403333152,0.379853352968689,-0.662527261495194,0.126984426282986,0.0983982655421173,NA,-0.103207355224023,-0.492680880775098,-0.492680880775098,-0.492680880775098,0.286612220571442,0.306758800414213,1,-0.542130413576958,0.621147586476801
"eigencentrality",-0.347073200062962,-0.429577693216023,0.542703915571569,NA,0.551009841591476,-0.210419996329435,0.550104111312388,0.541633546448655,0.580302862858176,NA,-0.219699317733106,0.896393203686931,0.896393203686931,0.896393203686931,0.23061982281022,-0.105248454384948,-0.542130413576958,1,-0.53709713294586
"upeople_id",0.632642397209271,0.405026761548117,-0.620798892189066,NA,-0.453874255505935,0.570042470821692,-0.967114636923637,-0.353295985820521,-0.418323657054718,NA,0.639128469449503,-0.789024362929266,-0.789024362929266,-0.789024362929266,-0.549231672535019,-0.425262558327483,0.621147586476801,-0.53709713294586,1
