"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.0834347536285572,0.73130245652982,0.514955435062329,0.62366250013303,0.0916299569221819,-0.0432268636035075,0.764609083742624,0.762462689532228,0.51741059047253,-0.625946179156706,0.141356820075188,0.141356820075188,0.141356820075188,-0.254753201830281,-0.41438119291895,-0.384502487186203,0.563296757350261,0.164106109307534
"avg_resolution",-0.0834347536285572,1,-0.0654441175390056,-0.0999055579036581,-0.165505765353247,0.153299226585218,-0.20977230634818,-0.0715614818116434,-0.0793219887233102,-0.0949176304039426,-0.332512822320118,-0.28905393193395,-0.28905393193395,-0.28905393193395,-0.309301625315597,-0.206731686383393,-0.347195966758974,-0.103496473282563,0.143474474889546
"scmChanges",0.73130245652982,-0.0654441175390056,1,0.775966538861469,0.828256582657729,0.0781934826320645,0.33793012097803,0.937732029616949,0.927079099245782,0.778129714799538,-0.457888894115107,0.510737531428058,0.510737531428058,0.510737531428058,-0.27485020001839,-0.0580503278624602,-0.162272893660235,0.876932693700862,-0.241270368247433
"scrChanges",0.514955435062329,-0.0999055579036581,0.775966538861469,1,0.497299397995208,0.131272570142021,0.235019938265717,0.620010553342918,0.605964359907136,0.999897096253674,-0.248119303450432,0.653439340298356,0.653439340298356,0.653439340298356,-0.114187317981836,-0.106152715740115,-0.0462384509111746,0.860673560776383,-0.245904977371066
"mslChanges",0.62366250013303,-0.165505765353247,0.828256582657729,0.497299397995208,1,0.0918937080329848,0.359648391077002,0.855745846144314,0.857756724925347,0.499955479515417,-0.387045960894745,0.356087587052825,0.356087587052825,0.356087587052825,-0.107188666545744,0.0133373505933928,0.0390319354878141,0.674467289467826,-0.26554823066176
"number_of_domain",0.0916299569221819,0.153299226585218,0.0781934826320645,0.131272570142021,0.0918937080329848,1,-0.401988726419828,0.0908019180710997,0.0966515834138151,0.132611451988909,-0.364869270221648,-0.175164377335132,-0.175164377335132,-0.175164377335132,-0.138764721294265,-0.45842081510717,-0.359310494114352,0.055698755052063,0.387944583462191
"country",-0.0432268636035075,-0.20977230634818,0.33793012097803,0.235019938265717,0.359648391077002,-0.401988726419828,1,0.310831137776328,0.301623846662649,0.229502513325604,0.052571305412836,0.226658558594176,0.226658558594176,0.226658558594176,0.0269633045540329,0.368844852110611,0.231930648203054,0.300417105410847,-0.912309743334262
"linesadded",0.764609083742624,-0.0715614818116434,0.937732029616949,0.620010553342918,0.855745846144314,0.0908019180710997,0.310831137776328,1,0.996488510373962,0.62285829404329,-0.440159447330593,0.369248414746597,0.369248414746597,0.369248414746597,-0.182215014092413,-0.0586091133484152,-0.13515439060546,0.698975731017845,-0.166602579343653
"linesremoved",0.762462689532228,-0.0793219887233102,0.927079099245782,0.605964359907136,0.857756724925347,0.0966515834138151,0.301623846662649,0.996488510373962,1,0.608960041693619,-0.414546512070786,0.349111018976189,0.349111018976189,0.349111018976189,-0.214713966183922,-0.0624968638411306,-0.126270116343151,0.693793456626721,-0.156760183315563
"ReviewGotMerged",0.51741059047253,-0.0949176304039426,0.778129714799538,0.999897096253674,0.499955479515417,0.132611451988909,0.229502513325604,0.62285829404329,0.608960041693619,1,-0.250465765658003,0.65598247802681,0.65598247802681,0.65598247802681,-0.116221764962403,-0.107418190255938,-0.0473260873540036,0.862446887185798,-0.241020604433863
