"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.103631307972356,-0.352540073214628,-0.246518736940889,NA,0.996266728655498,-0.603859399314615,-0.316494943954022,-0.293745888076748,-0.246518736940889,-0.359115258188285,-0.251152547785642,-0.251152547785642,-0.251152547785642,NA,NA,NA,-0.251152547785642,0.58009909878214
"avg_resolution",-0.103631307972356,1,0.0378050154198702,0.989466659857929,NA,-0.136500040176893,0.270625819976064,-0.187549263356214,-0.158018877470627,0.989466659857929,-0.778947415864918,-0.294088056645196,-0.294088056645196,-0.294088056645196,NA,NA,NA,-0.294088056645196,-0.331491910173377
"scmChanges",-0.352540073214628,0.0378050154198702,1,0.0881626337393299,NA,-0.389516759271119,0.662468523066299,0.973536343183118,0.979924882359745,0.0881626337393299,0.116888242808149,0.942238148089089,0.942238148089089,0.942238148089089,NA,NA,NA,0.942238148089088,-0.575543599288565
"scrChanges",-0.246518736940889,0.989466659857929,0.0881626337393299,1,NA,-0.277944632767248,0.352101419815464,-0.136629385486942,-0.111216902358836,1,-0.707106781186548,-0.25,-0.25,-0.25,NA,NA,NA,-0.25,-0.407996918565766
"mslChanges",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"number_of_domain",0.996266728655498,-0.136500040176893,-0.389516759271119,-0.277944632767248,NA,1,-0.587188198964614,-0.342692315309951,-0.325793669265082,-0.277944632767248,-0.36031698014423,-0.277944632767248,-0.277944632767248,-0.277944632767248,NA,NA,NA,-0.277944632767248,0.558353726600757
"country",-0.603859399314615,0.270625819976064,0.662468523066299,0.352101419815464,NA,-0.587188198964614,1,0.612481858178726,0.577047788317968,0.352101419815464,-0.226339365106296,0.512147519731584,0.512147519731584,0.512147519731584,NA,NA,NA,0.512147519731584,-0.992565558080916
"linesadded",-0.316494943954022,-0.187549263356214,0.973536343183118,-0.136629385486942,NA,-0.342692315309951,0.612481858178726,1,0.997337116899204,-0.136629385486942,0.268202149542228,0.991029577143045,0.991029577143045,0.991029577143045,NA,NA,NA,0.991029577143045,-0.515813929751919
"linesremoved",-0.293745888076748,-0.158018877470627,0.979924882359745,-0.111216902358836,NA,-0.325793669265082,0.577047788317968,0.997337116899204,1,-0.111216902358836,0.260047467669388,0.990043178018909,0.990043178018909,0.990043178018909,NA,NA,NA,0.990043178018909,-0.478308917117792
"ReviewGotMerged",-0.246518736940889,0.989466659857929,0.0881626337393299,1,NA,-0.277944632767248,0.352101419815464,-0.136629385486942,-0.111216902358836,1,-0.707106781186547,-0.25,-0.25,-0.25,NA,NA,NA,-0.25,-0.407996918565766
"X",-0.359115258188285,-0.778947415864918,0.116888242808149,-0.707106781186548,NA,-0.36031698014423,-0.226339365106296,0.268202149542228,0.260047467669388,-0.707106781186547,1,0.353553390593274,0.353553390593274,0.353553390593274,NA,NA,NA,0.353553390593274,0.311448543433282
"in_degree",-0.251152547785642,-0.294088056645196,0.942238148089089,-0.25,NA,-0.277944632767248,0.512147519731584,0.991029577143045,0.990043178018909,-0.25,0.353553390593274,1,1,1,NA,NA,NA,1,-0.408018081658638
"out_degree",-0.251152547785642,-0.294088056645196,0.942238148089089,-0.25,NA,-0.277944632767248,0.512147519731584,0.991029577143045,0.990043178018909,-0.25,0.353553390593274,1,1,1,NA,NA,NA,1,-0.408018081658638
"degree",-0.251152547785642,-0.294088056645196,0.942238148089089,-0.25,NA,-0.277944632767248,0.512147519731584,0.991029577143045,0.990043178018909,-0.25,0.353553390593274,1,1,1,NA,NA,NA,1,-0.408018081658638
"betweenness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"clustcoeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"closeness",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"eigencentrality",-0.251152547785642,-0.294088056645196,0.942238148089088,-0.25,NA,-0.277944632767248,0.512147519731584,0.991029577143045,0.990043178018909,-0.25,0.353553390593274,1,1,1,NA,NA,NA,1,-0.408018081658638
"upeople_id",0.58009909878214,-0.331491910173377,-0.575543599288565,-0.407996918565766,NA,0.558353726600757,-0.992565558080916,-0.515813929751919,-0.478308917117792,-0.407996918565766,0.311448543433282,-0.408018081658638,-0.408018081658638,-0.408018081658638,NA,NA,NA,-0.408018081658638,1
