"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.147421227975576,-0.150418421040522,NA,NA,-0.254427269446656,-0.973631289785404,-0.110104716424537,-0.105016829186214,NA,0.751308208057692,-0.412783457159707,-0.412783457159707,-0.412783457159707,-0.0938646508927864,NA,0.97393235596751,-0.132386842739838,0.968926331031208
"avg_resolution",-0.147421227975576,1,0.975072646611041,NA,NA,0.979235878217582,0.298752137493472,0.987430166484986,0.988543716054362,NA,-0.374934536461865,0.911355471314672,0.911355471314672,0.911355471314672,0.990614914935857,NA,-0.364295567389846,0.839243896755061,-0.385961479897977
"scmChanges",-0.150418421040522,0.975072646611041,1,NA,NA,0.917995700917149,0.260923891518941,0.996714549636999,0.995830008806826,NA,-0.236492169487055,0.957140279442009,0.957140279442009,0.957140279442009,0.993531127156669,NA,-0.370519836030206,0.938963021650159,-0.388677805673141
"scrChanges",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"mslChanges",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"number_of_domain",-0.254427269446656,0.979235878217582,0.917995700917149,NA,NA,1,0.425195202762187,0.936852690268464,0.938830228095947,NA,-0.547722557505166,0.872871560943969,0.872871560943969,0.872871560943969,0.942809041582063,NA,-0.453369773541106,0.730665427613309,-0.475888025682939
"country",-0.973631289785404,0.298752137493472,0.260923891518941,NA,NA,0.425195202762187,1,0.235810652183728,0.232596828611461,NA,-0.873333764609373,0.487122300447455,0.487122300447455,0.487122300447455,0.225493808400849,NA,-0.976530841178341,0.168940150747829,-0.97738547887076
"linesadded",-0.110104716424537,0.987430166484986,0.996714549636999,NA,NA,0.936852690268464,0.235810652183728,1,0.999947240297735,NA,-0.252091539681036,0.936034578625242,0.936034578625242,0.936034578625242,0.999464642785647,NA,-0.33262385079574,0.912072882104876,-0.352293568193338
"linesremoved",-0.105016829186214,0.988543716054362,0.995830008806826,NA,NA,0.938830228095947,0.232596828611461,0.999947240297735,1,NA,-0.254036163870505,0.932935146046938,0.932935146046938,0.932935146046938,0.999747988584934,NA,-0.327733959046806,0.908218597144547,-0.347586350334139
"ReviewGotMerged",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X",0.751308208057692,-0.374934536461865,-0.236492169487055,NA,NA,-0.547722557505166,-0.873333764609373,-0.252091539681036,-0.254036163870505,NA,1,-0.358568582800318,-0.358568582800318,-0.358568582800318,-0.258198889747161,NA,0.766758315642743,0.00728038394516936,0.776970893656011
"in_degree",-0.412783457159707,0.911355471314672,0.957140279442009,NA,NA,0.872871560943969,0.487122300447455,0.936034578625242,0.932935146046938,NA,-0.358568582800318,1,1,1,0.925820099772551,NA,-0.606139987274812,0.930588961728288,-0.619608513171662
"out_degree",-0.412783457159707,0.911355471314672,0.957140279442009,NA,NA,0.872871560943969,0.487122300447455,0.936034578625242,0.932935146046938,NA,-0.358568582800318,1,1,1,0.925820099772551,NA,-0.606139987274812,0.930588961728288,-0.619608513171662
"degree",-0.412783457159707,0.911355471314672,0.957140279442009,NA,NA,0.872871560943969,0.487122300447455,0.936034578625242,0.932935146046938,NA,-0.358568582800318,1,1,1,0.925820099772551,NA,-0.606139987274812,0.930588961728288,-0.619608513171662
"betweenness",-0.0938646508927864,0.990614914935857,0.993531127156669,NA,NA,0.942809041582063,0.225493808400849,0.999464642785647,0.999747988584934,NA,-0.258198889747161,0.925820099772551,0.925820099772551,0.925820099772551,1,NA,-0.316932372835053,0.899460572026129,-0.337176706105535
"clustcoeff",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
"closeness",0.97393235596751,-0.364295567389846,-0.370519836030206,NA,NA,-0.453369773541106,-0.976530841178341,-0.33262385079574,-0.327733959046806,NA,0.766758315642743,-0.606139987274812,-0.606139987274812,-0.606139987274812,-0.316932372835053,NA,1,-0.336017204458286,0.999644732687171
"eigencentrality",-0.132386842739838,0.839243896755061,0.938963021650159,NA,NA,0.730665427613309,0.168940150747829,0.912072882104876,0.908218597144547,NA,0.00728038394516936,0.930588961728288,0.930588961728288,0.930588961728288,0.899460572026129,NA,-0.336017204458286,1,-0.346989159231474
"upeople_id",0.968926331031208,-0.385961479897977,-0.388677805673141,NA,NA,-0.475888025682939,-0.97738547887076,-0.352293568193338,-0.347586350334139,NA,0.776970893656011,-0.619608513171662,-0.619608513171662,-0.619608513171662,-0.337176706105535,NA,0.999644732687171,-0.346989159231474,1
