"","no_of_bug_owned","avg_resolution","scmChanges","scrChanges","mslChanges","number_of_domain","country","linesadded","linesremoved","ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","upeople_id"
"no_of_bug_owned",1,-0.119912632727709,0.0785056456198382,0.0102158949237313,0.0944498814317404,0.640591402352865,-0.341937951861437,-0.0207396593422026,0.10771338225826,0.00146387616800038,-0.200866991806152,-0.166394292166612,-0.166394292166612,-0.166394292166612,-0.242432850671587,-0.274378100537087,0.0562415363325414,-0.0109191766926203,0.284001595382613
"avg_resolution",-0.119912632727709,1,-0.0276438071760635,-0.130757291366889,-0.0686357912152456,0.648736169372798,0.300460459986527,0.695060403732277,-0.0956921333604703,-0.131717151325766,-0.485617419463195,0.239045484761413,0.239045484761413,0.239045484761413,0.218332018596181,0.191582957629133,-0.083060624236006,0.362643885728387,-0.214840697333789
"scmChanges",0.0785056456198382,-0.0276438071760635,1,0.64350247990966,0.913453231726976,0.0485505853856723,0.340471227019518,0.658887287002262,0.948462436997108,0.606344702025857,-0.370132891938995,0.572008745419665,0.572008745419665,0.572008745419665,-0.232430516549855,0.196942600060421,-0.875423191595516,0.853384630606152,-0.372077008235178
"scrChanges",0.0102158949237313,-0.130757291366889,0.64350247990966,1,0.749764490948292,-0.0174294958933775,0.37265621510237,0.431362799470553,0.727180346637091,0.998363554655095,0.00547536705922619,0.298240934190829,0.298240934190829,0.298240934190829,-0.0782220595176425,0.305269967817671,-0.626283798677455,0.404981430031354,-0.317501142693289
"mslChanges",0.0944498814317404,-0.0686357912152456,0.913453231726976,0.749764490948292,1,0.0680983130019784,0.263488411039979,0.664760531909367,0.987985145112877,0.711345477173225,-0.400618976997144,0.288687993791994,0.288687993791994,0.288687993791994,-0.183125785385647,0.237003520050485,-0.838840667550145,0.690932666120495,-0.263816935724086
"number_of_domain",0.640591402352865,0.648736169372798,0.0485505853856723,-0.0174294958933775,0.0680983130019784,1,0.109068209774814,0.520509454548049,0.036002963860928,-0.0232263062963173,-0.432190339586051,0.100705456369443,0.100705456369443,0.100705456369443,0.0918036668585717,0.114258569585294,-0.117910922645949,0.280467055039425,-0.0918822730033204
"country",-0.341937951861437,0.300460459986527,0.340471227019518,0.37265621510237,0.263488411039979,0.109068209774814,1,0.406696683606999,0.239367945459787,0.377806512333444,0.115298035785582,0.70151565372502,0.70151565372502,0.70151565372502,0.362418121359113,0.730694695440323,-0.60922686934307,0.499932390918619,-0.981903266143338
"linesadded",-0.0207396593422026,0.695060403732277,0.658887287002262,0.431362799470553,0.664760531909367,0.520509454548049,0.406696683606999,1,0.648599759086092,0.402162319946815,-0.647077243378686,0.414537636788948,0.414537636788948,0.414537636788948,0.0256191471755628,0.289261295540199,-0.659852710806918,0.781213622845851,-0.350267160709024
"linesremoved",0.10771338225826,-0.0956921333604703,0.948462436997108,0.727180346637091,0.987985145112877,0.036002963860928,0.239367945459787,0.648599759086092,1,0.687452309671389,-0.382174441672247,0.33221741701227,0.33221741701227,0.33221741701227,-0.199925330113355,0.185229487106151,-0.820427259462751,0.70186451172355,-0.255437753196721
"ReviewGotMerged",0.00146387616800038,-0.131717151325766,0.606344702025857,0.998363554655095,0.711345477173225,-0.0232263062963173,0.377806512333444,0.402162319946815,0.687452309671389,1,0.03946011579824,0.296532033974396,0.296532033974396,0.296532033974396,-0.0684465534211156,0.307820373021071,-0.597934219562696,0.375599501546991,-0.318831217457767
