"","temp","degree_centralization","betweenness_centralization","closeness_centralization","eigenvector_centralization","global_clustcoeff","assortativity","diameter","avg_degree","modularity","density","avg_path_length","vertices","edges"
"1","101_214",0.745454545454545,0.165555555555556,0.0888504541058304,0.798488166372408,0.4,-0.765765765765766,140,2.54545454545455,-0.224489795918367,0.254545454545455,1.53333333333333,11,14
"2","104_268",0.418118466898955,0.0439024390243902,0.0103420852905629,0.95,0,-1,57,0.857142857142857,-0.277777777777778,0.0209059233449477,1.8,42,18
"3","106_412",0.0407894736842105,0.000443213296398892,0.000652015883724611,0.986850340664896,0,-0.500000000000002,73,0.125,0.166666666666667,0.00131578947368421,1.66666666666667,96,6
"4","107_87",0.247342995169082,0.00973438084549196,0.00573010797117271,0.945131509946066,0.444444444444444,-0.647509578544062,39,0.869565217391304,-0.185,0.0193236714975845,1.52380952380952,46,20
"5","117_6",0.476190476190476,0.0666666666666667,0.0885407066052229,0.917157287525381,0,-1,12,1.14285714285714,-0.375,0.19047619047619,1.33333333333333,7,4
"6","121_431",0.714285714285714,0.2,0.139010989010989,0.853589838486225,0,-1,10,1.71428571428571,-0.333333333333333,0.285714285714286,1.5,7,6
"7","123_60",0.112324929971989,0.000328411150270014,0.00139165213299851,0.962421365355109,0.789473684210526,-0.434782608695649,15,0.564705882352941,-0.173611111111111,0.00672268907563025,1.2,85,24
"8","124_103",0.576612903225806,0.0258817699816659,0.0255429888483837,0.737027525155408,0.52247191011236,-0.580323024405156,82,6.125,-0.0843398583923365,0.19758064516129,1.46153846153846,32,98
"9","126_204",1.00529100529101,0.187394041715029,0.0623415230356466,0.697045307567259,0.417391304347826,-0.658838789615317,313,8.85714285714286,-0.0828563995837669,0.328042328042328,1.77056277056277,28,124
"10","130_34",0.602564102564103,0.0744949494949495,0.0612840298601445,0.781483464761329,0.652173913043478,-0.636363636363636,54,2.76923076923077,-0.197530864197531,0.230769230769231,1.4,13,18
"11","133_118",0.0210259880209508,7.57174225789354e-05,7.46929310681835e-05,0.997394836983741,0,-0.428571428571429,30,0.0706713780918728,0.56,0.000250607723730045,1.375,283,10
"12","133_126",0.0628774778838684,0.000902508120231152,0.000274989795197593,0.986436522610374,0.3,-0.506187161639598,29,0.268551236749117,0.239612188365651,0.000952309350174172,1.86363636363636,283,38
"13","133_169",0.0349597774603413,0.000351468461545484,0.000199853063245416,0.989518534615931,0.25,-0.598639455782313,37,0.141342756183746,-0.17,0.000501215447460091,1.97222222222222,283,20
"14","133_212",0.175350224293913,0.00750528813701309,0.000650347163578375,0.982820877031272,0.119318181818182,-0.578869473594455,312,0.551236749116608,0.172255095332018,0.00195474024509435,1.95441595441595,283,78
"15","133_221",0.0210259880209508,0.000176047482521,0.000124899904562006,0.99288256227758,0,-0.666666666666666,102,0.0706713780918728,-0.22,0.000250607723730045,1.93333333333333,283,10
"16","133_248",0.0210761095656968,5.04782817192903e-05,7.50483928394738e-05,0.995835991150797,0.6,-0.714285714285714,9,0.0565371024734982,-0.28125,0.000200486178984036,1.33333333333333,283,8
"17","133_280",0.0348595343708493,0.000426917382625912,0.000199668517257696,0.986713005118029,0.461538461538462,-0.471698113207546,71,0.169611307420495,0.177083333333333,0.000601458536952109,2.13888888888889,283,24
"18","133_369",0.0210761095656968,7.57174225789354e-05,7.48709832986427e-05,0.99739483698374,0,-0.6,20,0.0565371024734982,0.375,0.000200486178984036,1.42857142857143,283,8
"19","133_391",0.0488935668997319,0.00046113640693562,0.000224957874843007,0.987438120414071,0.461538461538462,-0.600418410041841,232,0.212014134275618,0.131111111111111,0.000751823171190136,1.8,283,30
"20","133_59",0.00699195549206827,0,2.48382861489423e-05,0.993624227100722,0,0,24,0.0282685512367491,0.5,0.000100243089492018,1,283,4
"21","133_77",0.0140841540736285,2.52391408596451e-05,5.00326812606589e-05,0.998525930383014,0,-1,3,0.0282685512367491,-0.375,0.000100243089492018,1.33333333333333,283,4
