"upeople_id","X120scmChanges","X52scrChanges","X1mslChanges","number_of_domain","country","X120linesadded","X120linesremoved","X52ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
199,2,4,0,3,6,16,14,4,19,4,4,4,0,0.333333333333333,0.0368020304568528,0.00360458163252489
415,38,170,0,3,6,782,340,144,6,14,14,14,19,0.285714285714286,0.0411931818181818,0.189986674454927
527,2834,1027,3,4,10,251007,204033,880,1,20,20,20,24,0.168421052631579,0.0399449035812672,0.810649329809239
531,27,50,1,6,9,15277,3723,42,26,14,14,14,51,0.285714285714286,0.0436746987951807,0.0356019961226098
535,0,0,0,5,9,0,0,0,11,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
543,78,758,0,4,7,4989,6367,647,27,20,20,20,24,0.157894736842105,0.039671682626539,0.802255212955228
683,0,2,0,3,8,0,0,0,20,2,2,2,0,0,0.0386666666666667,0.000411290690902683
818,0,0,0,3,6,0,0,0,8,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
1528,484,930,2,2,6,41557,18150,743,25,12,12,12,32,0.333333333333333,0.0434131736526946,1
1530,4,26,0,3,9,177,27,26,30,6,6,6,0,0.4,0.0333333333333333,0.0403193222798316
1533,7,71,0,1,6,781,113,56,12,10,10,10,0,0.444444444444444,0.0351941747572816,0.124310996288443
1549,4,0,0,4,7,139,6,0,5,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
1552,1,0,0,1,6,23,8,0,15,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
1553,1,0,0,1,10,4,0,0,16,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
1554,1,0,0,2,8,241,0,0,18,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
1555,2,29,0,3,10,423,137,21,28,6,6,6,27,0.4,0.04,0.0743684457130222
1558,1,5,0,1,9,4,1,5,21,4,4,4,0,0.333333333333333,0.0320088300220751,0.0052755854701821
1561,3,2,0,2,10,115,6,2,13,4,4,4,27,0.333333333333333,0.0406162464985994,0.00244086630813202
2240,0,0,0,2,6,0,0,0,7,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
2635,0,0,0,1,9,0,0,0,22,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
3217,0,0,0,1,9,0,0,0,17,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
3247,0,0,0,3,6,0,0,0,24,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
3295,0,0,0,4,10,0,0,0,9,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
363833,1,1,0,2,0,1,1,1,29,2,2,2,0,0,0.0384105960264901,0.000407031481896121
378235,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
378242,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
378243,0,0,0,13,0,0,0,0,4,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
378255,0,3,0,2,0,0,0,1,10,2,2,2,0,0,0.0372272143774069,0.000814097647369178
446657,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
446678,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0.0333333333333333,5.46929730320257e-06
