"upeople_id","X245scmChanges","X382scrChanges","X1mslChanges","number_of_domain","country","X245linesadded","X245linesremoved","X382ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
152,2837,13878,64,4,8,1374633,1225285,13244,12,14,14,14,0,0.241758241758242,0.00538116591928251,1
161,839,234,26,1,8,493597,373803,212,8,10,10,10,14,0.355555555555556,0.0192926045016077,0.234037586335162
165,2096,394,60,4,10,2094652,1780583,338,5,8,8,8,12,0.428571428571429,0.0192926045016077,0.0893086343380098
166,3432,1763,89,1,10,4630738,3269455,1638,4,14,14,14,10,0.241758241758242,0.0153846153846154,0.951042544789218
2194,436,165,0,1,10,98947,24865,155,9,8,8,8,6,0.357142857142857,0.0184615384615385,0.0795747451524614
2196,75,26,5,2,8,3141,1803,21,2,4,4,4,6,0.333333333333333,0.0134529147982063,0.0158277075658695
2202,20,0,15,1,6,387,277,0,6,0,0,0,0,0,0.0769230769230769,0.00371043628400698
2208,3,329,0,4,8,386,27,279,11,8,8,8,0,0.428571428571429,0.0191082802547771,0.188747304153097
378243,0,0,0,13,0,0,0,0,7,0,0,0,0,0,0.0769230769230769,0.00371043628400698
378323,0,0,102,2,0,0,0,0,1,0,0,0,0,0,0.0769230769230769,0.00371043628400698
381933,0,0,8,2,0,0,0,0,3,0,0,0,0,0,0.0769230769230769,0.00371043628400698
382556,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0.0769230769230769,0.00371043628400698
444140,0,94,0,1,0,0,0,90,13,6,6,6,0,0.4,0.0181268882175227,0.0589030165850823
