"upeople_id","X98scmChanges","X402scmChanges","X1mslChanges","number_of_domain","country","X98linesadded","X98linesremoved","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
17,0,0,0,1,10,0,0,7,0,0,0,0,0,0.111111111111111,0.049038105676658
501,0,0,0,3,8,0,0,5,0,0,0,0,0,0.111111111111111,0.049038105676658
664,0,0,0,4,9,0,0,8,0,0,0,0,0,0.111111111111111,0.049038105676658
1033,0,0,0,2,8,0,0,1,0,0,0,0,0,0.111111111111111,0.049038105676658
1312,6,0,0,2,9,42938,35353,9,4,4,4,0,0,0.111111111111111,1
380013,0,0,18,2,0,0,0,2,0,0,0,0,0,0.111111111111111,0.049038105676658
380014,0,0,0,2,0,0,0,3,0,0,0,0,0,0.111111111111111,0.049038105676658
380016,0,0,0,2,0,0,0,4,0,0,0,0,0,0.111111111111111,0.049038105676658
380771,0,0,0,2,0,0,0,6,0,0,0,0,0,0.111111111111111,0.049038105676658
