"upeople_id","X276scmChanges","X204scrChanges","X2mslChanges","number_of_domain","country","X276linesadded","X276linesremoved","X204ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
415,73,291,80,3,6,7798,429,220,1,112,112,112,56.4759906759907,0.0395752895752896,0.131868131868132,0.178990894529783
818,91,466,5,3,6,9788,949,285,2,42,42,42,4.83760683760684,0.285714285714286,0.122448979591837,0.207162447566322
832,131,461,48,1,8,6291,1546,408,4,42,42,42,0,0.285714285714286,0.116504854368932,0.17034452279007
838,459,2549,258,1,9,33382,13153,2015,5,44,44,44,0,0.26215644820296,0.0736196319018405,0.700087259216923
2151,13,17,25,3,8,1042,52,3,6,34,34,34,22.0941724941725,0.306595365418895,0.129032258064516,0.00889574652412138
2234,1013,4452,838,3,10,187682,127957,4061,25,82,82,82,27.3904761904762,0.0740740740740741,0.129032258064516,1
2241,23,61,26,6,10,2799,1281,45,9,34,34,34,0,0.310160427807487,0.12,0.0666852846150415
2242,44,140,24,1,7,6477,799,123,10,40,40,40,0,0.3,0.100840336134454,0.0966541445282455
2244,8,50,35,2,6,727,41,45,12,34,34,34,0,0.352941176470588,0.110599078341014,0.0190704961267578
2249,228,1329,163,2,7,20615,3943,1141,3,42,42,42,4.83760683760684,0.285714285714286,0.121827411167513,0.293413814769852
2253,27,118,27,4,9,7268,1261,88,11,36,36,36,0,0.301587301587302,0.0991735537190083,0.184231063042627
2256,15,51,9,1,7,3064,247,42,14,36,36,36,0,0.304761904761905,0.117073170731707,0.0401871576780906
2263,7,16,2,2,8,665,23,16,13,28,28,28,0.780952380952381,0.338624338624339,0.121827411167513,0.0103434103285567
2497,29,101,94,2,6,2310,563,70,16,40,40,40,23.5333333333333,0.279487179487179,0.123076923076923,0.0824653443858056
2512,1,0,0,1,10,109,1,0,17,4,4,4,6.96666666666667,0.333333333333333,0.0872727272727273,0.000207995122817018
2513,1,0,3,1,6,200,0,0,18,34,34,34,14.6422077922078,0.306595365418895,0.12972972972973,0.0071332062026625
2514,3,16,5,2,9,279,6,5,19,22,22,22,32.1785714285714,0.38961038961039,0.130434782608696,0.00130396290453643
2516,1,16,17,2,9,577,37,16,20,16,16,16,53.3239316239316,0.35,0.127659574468085,0.0101000863738158
2523,2,12,8,1,6,124,5,4,21,22,22,22,50.0893772893773,0.38961038961039,0.128342245989305,0.000881487211127933
2530,43,292,13,1,6,4202,1072,282,22,36,36,36,0,0.311111111111111,0.121212121212121,0.0623702780027897
2600,0,3,0,5,7,0,0,1,15,0,0,0,0,0,0.04,2.31747914824586e-05
3240,4,1,5,4,9,314,18,1,24,0,0,0,0,0,0.04,2.31747914824586e-05
378243,0,0,0,13,0,0,0,0,8,0,0,0,0,0,0.04,2.31747914824586e-05
388294,0,26,0,2,0,0,0,26,23,0,0,0,0,0,0.04,2.31747914824586e-05
447393,0,17,0,0,0,0,0,16,7,0,0,0,0,0,0.04,2.31747914824586e-05
