"upeople_id","X20scmChanges","X412scrChanges","X1mslChanges","number_of_domain","country","X20linesadded","X20linesremoved","X412ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
179,3578,0,107,5,9,233158,149995,0,20,38,38,38,23.2602240896359,0.250355618776671,0.0158074366804383,0.65430995676891
182,1868,0,72,3,6,426338,256295,0,21,52,52,52,26.0952380952381,0.16289592760181,0.015719899964273,0.926383911830385
185,192,0,13,4,10,16058,8292,0,18,26,26,26,29.9177489177489,0.356923076923077,0.0157875852170793,0.0489918784759864
189,0,0,0,2,10,0,0,0,14,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
197,3599,24,79,3,7,379851,252471,14,12,122,122,122,112.203463203463,0.0300772253082238,0.0158102766798419,1
247,2048,0,5,5,9,196815,122835,0,46,56,56,56,26.5095238095238,0.141558441558442,0.0157847533632287,0.791339553874755
251,1129,0,3,4,10,112567,61271,0,36,44,44,44,2.47936507936508,0.219873150105708,0.0157086754730453,0.252774260697631
252,105,0,11,4,7,6375,1882,0,67,50,50,50,48.6873015873016,0.132244897959184,0.0157734360996594,0.0355743962039007
253,297,0,6,2,7,56232,21741,0,8,52,52,52,55.3768695356931,0.152337858220211,0.0158188028042423,0.0835641297653487
254,1,0,0,2,10,11,3,0,30,6,6,6,0,0.133333333333333,0.0157875852170793,0.000130998563918628
259,3,7,3,7,9,114,15,4,84,12,12,12,6.66666666666667,0.0909090909090909,0.0157649587961304,9.91885167078073e-05
261,2,0,0,4,7,295,15,0,3,18,18,18,74.3860028860029,0.366013071895425,0.0158273381294964,0.00043736606984147
262,13,0,0,6,8,3226,225,0,4,42,42,42,35.1779730073848,0.0813008130081301,0.0157960868784778,0.00270733750832447
266,1,0,0,2,8,198,1,0,78,16,16,16,0,0.35,0.0154007700385019,0.000580471744010568
269,110,4,0,2,7,14231,2962,4,69,42,42,42,119.022128851541,0.218350754936121,0.0158615717375631,0.027290623367048
272,1,3,0,2,6,21,3,0,56,8,8,8,14.4126984126984,0.428571428571429,0.0157734360996594,2.43504797504241e-05
273,1,0,1,7,9,12,0,0,10,4,4,4,5,0.333333333333333,0.0158074366804383,1.30901740271303e-05
274,2,0,0,1,6,882,51,0,77,2,2,2,0,0,0.0153792380286613,2.61758965414593e-05
276,5,24,0,5,8,149,63,11,1,20,20,20,2.2,0.378947368421053,0.0157649587961304,0.00113745009887364
278,1,0,0,2,9,64,2,0,55,2,2,2,0,0,0.0157875852170793,1.19048600011189e-07
282,1,0,0,6,9,54,3,0,34,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
285,10,0,0,1,10,729,33,0,63,18,18,18,0,0.366013071895425,0.0152751258462073,0.00660307822505458
286,3,20,0,3,6,155,55,3,5,18,18,18,59.2340123928359,0.287581699346405,0.0158444364422038,0.000513922137999993
288,5,0,0,1,8,2582,348,0,79,28,28,28,11.1904761904762,0.301587301587302,0.0157536698890082,0.00371702021454859
289,1,0,0,1,9,16,0,0,74,24,24,24,15.2380952380952,0.376811594202899,0.0157932519741565,0.00201946563678033
291,1,0,0,3,10,24,10,0,87,6,6,6,0,0.133333333333333,0.0156639373442506,0.000206676288425318
292,1,0,0,2,8,43,6,0,80,6,6,6,0,0.4,0.0150891632373114,0.000368278445702892
319,0,0,5,2,7,0,0,0,9,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
393,0,0,0,3,10,0,0,0,44,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
415,0,0,0,3,6,0,0,0,2,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
443,0,0,0,1,10,0,0,0,11,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
610,0,0,0,5,9,0,0,0,6,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
665,0,0,0,3,8,0,0,0,28,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
693,0,0,0,2,8,0,0,0,24,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
756,0,0,0,3,6,0,0,0,7,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
760,0,0,1,1,6,0,0,0,13,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
829,0,0,0,1,7,0,0,0,39,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
906,0,3,0,4,8,0,0,0,85,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
911,0,18,0,2,7,0,0,0,59,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
1448,0,0,0,3,6,0,0,0,25,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
1951,0,0,13,2,7,0,0,0,22,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
2394,0,0,0,2,8,0,0,0,29,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
3014,0,0,2,3,8,0,0,0,15,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
3045,0,0,0,4,9,0,0,0,68,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
3055,0,2,0,2,8,0,0,0,89,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
3261,2,0,3,2,7,895,29,0,83,20,20,20,52.5163992869875,0.378947368421053,0.0158273381294964,0.000260546727235007
3262,3,0,0,4,6,480,302,0,81,18,18,18,3.16666666666667,0.366013071895425,0.0157086754730453,0.00326422300459633
3263,2,0,0,3,6,205,3,0,82,2,2,2,0,0,0.0152407343262903,3.4901199012377e-05
3270,1,0,0,2,10,208,24,0,70,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
378243,0,0,0,13,0,0,0,0,48,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
379589,0,0,0,2,0,0,0,0,16,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
379597,0,0,2,1,0,0,0,0,17,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
379607,0,0,0,2,0,0,0,0,19,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
379637,0,0,41,3,0,0,0,0,23,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
379706,0,0,0,1,0,0,0,0,27,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
379870,0,0,1,4,0,0,0,0,32,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
379890,0,0,0,2,0,0,0,0,33,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
380479,0,0,0,1,0,0,0,0,37,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
380730,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
381323,0,0,0,2,0,0,0,0,40,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
382818,0,8,0,2,0,0,0,0,88,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
383224,0,0,0,2,0,0,0,0,47,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
383645,0,0,0,2,0,0,0,0,49,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
384098,0,0,0,1,0,0,0,0,57,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
384279,0,0,4,1,0,0,0,0,54,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
387054,0,0,0,2,0,0,0,0,58,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
388019,0,0,0,1,0,0,0,0,61,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
388687,0,0,0,2,0,0,0,0,60,0,0,0,0,0,0.0112359550561798,5.90014903940045e-09
