"upeople_id","X185scmChanges","X1mslChanges","number_of_domain","country","X185linesadded","X185linesremoved","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
1351,85,3,7,8,38947,16908,4,2,2,2,0,0,0.00104356900600052,1
2003,410,31,2,6,619681,517816,1,2,2,2,0,0,0.00104356900600052,0.999995027331835
3243,0,0,2,9,0,0,3,0,0,0,0,0,0.2,0.499997705687781
381759,0,0,2,0,0,0,2,0,0,0,0,0,0.2,0.499997705687781
444342,0,0,1,0,0,0,5,0,0,0,0,0,0.2,0.499997705687781
