"upeople_id","X271scmChanges","X1mslChanges","number_of_domain","country","X271linesadded","X271linesremoved","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
2365,376,1,4,6,466183,420041,1,4,4,4,0,0,0.333333333333333,1
378243,0,0,13,0,0,0,2,0,0,0,0,0,0.333333333333333,0.121320343559643
385947,0,0,1,0,0,0,3,0,0,0,0,0,0.333333333333333,0.121320343559643
