"upeople_id","no_of_bug_owned","avg_resolution","X75scmChanges","X6scrChanges","X1mslChanges","X2mslChanges","number_of_domain","country","X75linesadded","X75linesremoved","X6ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
797,1,126,44,1,9,2,4,9,8569,4288,1,1,4,4,4,0,0.333333333333333,0.000662471016893011,0.427541605824292
876,0,0,563,137,45,40,5,7,364215,256558,107,2,6,6,6,0,0.266666666666667,0.00197628458498024,1
918,0,0,202,0,39,44,5,9,187412,94936,0,4,6,6,6,2,0.266666666666667,0.00198019801980198,0.979006838093303
378243,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0.2,0.0558517891888184
456055,1,0,1,0,0,0,1,0,2,2,0,5,4,4,4,2,0.333333333333333,0.00198019801980198,0
