"upeople_id","no_of_bug_owned","avg_resolution","X384scmChanges","number_of_domain","country","X384linesadded","X384linesremoved","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
547,13,51.2308,2301,5,8,4628563,2444116,2,10,10,10,1,0,0.0142857142857143,1
1320,2,7.5,2,3,10,25,3,1,2,2,2,0,0,0.0116731517509728,0.00971674786369629
3089,2,0,269,2,8,158880,57754,3,4,4,4,0,0,0.00813008130081301,0.468426603774974
384477,47,0.9149,0,2,0,0,0,4,0,0,0,0,0,0.25,0.195012684252909
