"upeople_id","no_of_bug_owned","avg_resolution","X452scmChanges","number_of_domain","country","X452linesadded","X452linesremoved","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
2906,196,5.641,1041,4,7,606118,202803,1,12,12,12,0,0,0.142857142857143,1
378243,20,9.3333,0,13,0,0,0,3,0,0,0,0,0,0.142857142857143,0.0132575690319041
382388,17,0.0588,0,2,0,0,0,5,0,0,0,0,0,0.142857142857143,0.0132575690319041
382515,8,17.5,0,2,0,0,0,4,0,0,0,0,0,0.142857142857143,0.0132575690319041
384467,5,1,0,2,0,0,0,2,0,0,0,0,0,0.142857142857143,0.0132575690319041
388765,2,2,0,2,0,0,0,6,0,0,0,0,0,0.142857142857143,0.0132575690319041
407250,0,0,0,2,0,0,0,7,0,0,0,0,0,0.142857142857143,0.0132575690319041
