"upeople_id","no_of_bug_owned","avg_resolution","X136scmChanges","X229scmChanges","X263scrChanges","X310scrChanges","X1mslChanges","number_of_domain","country","X136linesadded","X136linesremoved","X229linesadded","X229linesremoved","X263ReviewGotMerged","X310ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
864,21,33.8421,54,268,54,0,49,4,7,74815,21122,44512,33017,39,0,3,40,40,40,3,0.0153846153846154,0.032967032967033,0.765689701174463
1595,51,32.75,46,656,182,10,291,4,10,20948,13852,182843,83568,165,10,2,14,14,14,0,0.131868131868132,0.0285714285714286,1
1622,9,78.25,55,204,10,0,124,2,7,13483,3893,32715,11556,8,0,5,12,12,12,0,0.181818181818182,0.00986842105263158,0.551967423155725
1624,6,141.8,10,221,10,0,29,2,8,13871,12791,64611,55647,8,0,4,14,14,14,0,0.131868131868132,0.0285714285714286,0.773199645132053
1625,5,55.4,22,87,14,0,67,2,8,2214,2633,280774,273991,10,0,7,24,24,24,5,0.0434782608695652,0.0333333333333333,0.165096796421699
378243,46,3.6563,0,0,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0.142857142857143,0.00571871749571674
447103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.142857142857143,0.00571871749571674
