"upeople_id","no_of_bug_owned","avg_resolution","X322scmChanges","X152scrChanges","X2mslChanges","number_of_domain","country","X322linesadded","X322linesremoved","X152ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
517,3,0,109,107,117,4,10,12081,4568,104,1,44,44,44,0,0.0211416490486258,0.0273972602739726,0.416163208838206
623,29,20.8621,170,613,99,4,9,163823,57918,562,30,52,52,52,0,0.0226244343891403,0.0275229357798165,0.560408368297062
820,3,6,1929,0,91,2,7,180329,44368,0,35,40,40,40,0,0.0256410256410256,0.0270793036750484,1
1033,1,1555,0,0,0,2,8,0,0,0,2,0,0,0,0,0,0.0232558139534884,0.000199116407149481
2569,0,0,89,29,3,3,10,61355,3513,23,31,56,56,56,9,0.0194805194805195,0.0275771503611294,0.177649193291233
2735,22,58.9545,20,15,1,4,10,969,870,13,33,28,28,28,16.4,0.0529100529100529,0.0276134122287968,0.0200780629083796
2737,0,0,2,1,0,2,10,5296,5281,0,43,12,12,12,5,0.181818181818182,0.0275049115913556,0.00169413585879636
2740,3,2,35,177,12,3,6,5237,2580,159,42,22,22,22,0,0.12987012987013,0.0273972602739726,0.0672974243202143
3295,2,9,1,341,47,4,10,45,4,324,41,10,10,10,0,0.266666666666667,0.0274151436031332,0.000788378890773633
378243,12,0,0,0,0,13,0,0,0,0,39,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379027,121,63.3223,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379028,33,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379030,0,0,0,0,17,3,0,0,0,0,7,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379031,2,0,0,0,147,3,0,0,0,0,8,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379033,1,0,0,0,766,2,0,0,0,0,9,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379034,0,0,0,0,36,1,0,0,0,0,10,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379036,0,0,0,0,36,2,0,0,0,0,11,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379039,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379041,0,0,0,0,6,2,0,0,0,0,14,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379044,171,21.6784,0,0,0,2,0,0,0,0,15,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379049,0,0,0,0,6,2,0,0,0,0,16,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379065,3,0,0,0,0,2,0,0,0,0,17,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379086,0,0,0,0,18,1,0,0,0,0,18,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379110,0,0,0,0,0,1,0,0,0,0,19,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379145,0,0,0,0,23,1,0,0,0,0,21,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379228,4,0,0,0,14,4,0,0,0,0,22,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379245,0,0,0,0,49,1,0,0,0,0,23,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379303,0,0,0,0,18,2,0,0,0,0,24,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379405,0,0,0,0,4,1,0,0,0,0,25,0,0,0,0,0,0.0232558139534884,0.000199116407149481
379483,0,0,0,0,5,1,0,0,0,0,26,0,0,0,0,0,0.0232558139534884,0.000199116407149481
380216,0,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0.0232558139534884,0.000199116407149481
388273,1,0,0,0,91,1,0,0,0,0,32,0,0,0,0,0,0.0232558139534884,0.000199116407149481
390067,0,0,0,0,1,2,0,0,0,0,34,0,0,0,0,0,0.0232558139534884,0.000199116407149481
433031,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0.0232558139534884,0.000199116407149481
433128,0,0,0,0,0,1,0,0,0,0,38,0,0,0,0,0,0.0232558139534884,0.000199116407149481
434099,0,0,0,0,0,1,0,0,0,0,36,0,0,0,0,0,0.0232558139534884,0.000199116407149481
434144,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0.0232558139534884,0.000199116407149481
434330,0,0,0,0,0,1,0,0,0,0,20,0,0,0,0,0,0.0232558139534884,0.000199116407149481
444954,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0.0232558139534884,0.000199116407149481
446729,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0.0232558139534884,0.000199116407149481
446828,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0.0232558139534884,0.000199116407149481
448015,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0.0232558139534884,0.000199116407149481
448770,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0.0232558139534884,0.000199116407149481
