"upeople_id","no_of_bug_owned","avg_resolution","X129scmChanges","X123scrChanges","X1mslChanges","number_of_domain","country","X129linesadded","X129linesremoved","X123ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
219,0,0,3572,48,540,4,9,15759757,15098378,23,1,20,20,20,2,0.0210526315789474,0.0794701986754967,1
432,0,0,0,0,8,2,9,0,0,0,2,0,0,0,0,0,0.0769230769230769,0.219373013877873
524,1,1170,572,22,377,3,8,193869,173276,11,3,16,16,16,0,0.0333333333333333,0.0784313725490196,0.165223231035596
1351,0,0,1,6,15,7,8,84,7,4,5,6,6,6,2,0.133333333333333,0.0794701986754967,0.0569551315578102
1599,0,0,32,0,163,1,9,43105,42558,0,9,6,6,6,0,0.133333333333333,0.0574162679425837,0.0571882865340197
1860,0,0,0,0,0,6,6,0,0,0,6,0,0,0,0,0,0.0769230769230769,0.219373013877873
381522,0,0,0,0,5,2,0,0,0,0,4,0,0,0,0,0,0.0769230769230769,0.219373013877873
381777,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0.0769230769230769,0.219373013877873
381787,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0.0769230769230769,0.219373013877873
382968,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,0.0769230769230769,0.219373013877873
382969,206,8.2155,0,0,0,2,0,0,0,0,11,0,0,0,0,0,0.0769230769230769,0.219373013877873
382985,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0.0769230769230769,0.219373013877873
395807,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,0.0769230769230769,0.219373013877873
