"upeople_id","200scmChanges","323scmChanges","1mslChanges","number_of_domain","country","200linesadded","200linesremoved","323linesadded","323linesremoved"
300,17,0,164,4,8,3168,1522,0,0
498,33,0,24,3,9,2936,2200,0,0
582,0,282,84,1,7,0,0,24136,8009
2235,0,0,52,4,9,0,0,0,0
378982,0,0,24,1,0,0,0,0,0
387312,0,0,0,3,0,0,0,0,0
387318,0,0,0,2,0,0,0,0,0
