"upeople_id","403scmChanges","291scrChanges","1mslChanges","number_of_domain","country","403linesadded","403linesremoved","291ReviewGotMerged"
100,0,0,0,2,6,0,0,0
102,0,0,0,2,10,0,0,0
517,0,0,1,4,10,0,0,0
817,54,9,815,7,7,3403,3654,5
844,363,57,918,3,9,70557,79382,18
1551,0,0,0,1,8,0,0,0
2152,0,0,0,4,7,0,0,0
3080,8698,17,2713,7,6,723321,369007,10
3145,28,0,107,1,6,3006,1262,0
3148,2,0,226,1,8,90,52,0
3217,0,0,0,1,9,0,0,0
378297,0,0,0,1,0,0,0,0
378330,0,0,0,2,0,0,0,0
379709,0,0,2,2,0,0,0,0
379930,0,0,26,3,0,0,0,0
380502,0,0,62,3,0,0,0,0
381295,0,0,9,2,0,0,0,0
383596,0,0,2,1,0,0,0,0
383605,0,0,72,1,0,0,0,0
383607,0,0,0,1,0,0,0,0
383608,0,0,14,3,0,0,0,0
383609,0,0,0,1,0,0,0,0
383610,0,0,0,1,0,0,0,0
383611,0,0,0,1,0,0,0,0
383615,0,0,126,3,0,0,0,0
383626,0,0,57,3,0,0,0,0
395964,0,0,43,2,0,0,0,0
406009,0,0,35,1,0,0,0,0
406805,0,0,56,1,0,0,0,0
432680,0,0,0,1,0,0,0,0
443229,0,0,0,1,0,0,0,0
447262,0,0,0,0,0,0,0,0
447263,0,0,0,0,0,0,0,0
447264,0,0,0,0,0,0,0,0
