"upeople_id","154scmChanges","1mslChanges","number_of_domain","country","154linesadded","154linesremoved"
273,60,1224,7,9,696,405
371,0,498,3,10,0,0
458,13,14,2,8,789,479
462,9,278,1,9,342,157
465,1,55,4,6,12,1
1082,0,440,3,10,0,0
1635,0,54,6,7,0,0
1831,0,5,1,10,0,0
380062,0,30,1,0,0,0
380751,0,4,1,0,0,0
380752,0,247,1,0,0,0
380759,0,22,2,0,0,0
380768,0,301,1,0,0,0
380926,0,0,1,0,0,0
381280,0,3,1,0,0,0
446954,0,0,0,0,0,0
447015,0,0,0,0,0,0
447383,0,0,0,0,0,0
