"upeople_id","388scmChanges","1mslChanges","number_of_domain","country","388linesadded","388linesremoved"
825,0,0,2,7,0,0
3092,408,2,2,8,608947,236610
64450,3,26,2,0,508,74
434121,0,0,1,0,0,0
448166,0,0,0,0,0,0
448175,0,0,0,0,0,0
