"upeople_id","43scmChanges","2mslChanges","number_of_domain","country","43linesadded","43linesremoved"
517,5,528,4,10,21,35
380964,0,20,2,0,0,0
383912,0,94,1,0,0,0
387401,0,0,2,0,0,0
446983,0,0,0,0,0,0
447349,0,0,0,0,0,0
