"","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","pagerank"
"1",0,0,0,0,0,0.1,0.249999950364256,0.0771812080536913
"2",0,0,0,0,0,0.1,0.249999950364256,0.0771812080536913
"3",4,4,4,0.5,0,0.0026071842410197,0.999999523215062,0.134228187919463
"4",0,0,0,0,0,0.1,0.249999950364256,0.0771812080536913
"5",0,0,0,0,0,0.1,0.249999950364256,0.0771812080536913
"6",0,0,0,0,0,0.1,0.249999950364256,0.0771812080536913
"7",0,0,0,0,0,0.1,0.249999950364256,0.0771812080536913
"8",4,4,4,0.5,0,0.0026071842410197,0.999999333003455,0.134228187919463
"9",4,4,4,0.5,0,0.0026071842410197,1,0.134228187919463
"10",4,4,4,0.5,0,0.0026071842410197,0.999999816670136,0.134228187919463
