"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",1539,0,0,0,0,0,0.008,0
"2",276,6,6,6,11,0,0.00823920265780731,0.998961406365001
"3",415,0,0,0,0,0,0.008,0
"4",526,0,0,0,0,0,0.008,0
"5",670,0,0,0,0,0,0.008,0
"6",758,0,0,0,0,0,0.008,0
"7",671,0,0,0,0,0,0.008,0
"8",199,0,0,0,0,0,0.008,0
"9",286,0,0,0,0,0,0.008,0
"10",610,0,0,0,0,0,0.008,0
"11",411,8,8,8,17,0,0.00827218145430287,0.120271191927107
"12",756,0,0,0,0,0,0.008,0
"13",873,0,0,0,0,0,0.008,0
"14",258,4,4,4,6,0,0.00826336132213781,0
"15",273,0,0,0,0,0,0.008,0
"16",434143,0,0,0,0,0,0.008,0
"17",443,0,0,0,0,0,0.008,0
"18",677,2,2,2,0,0,0.00825895830558146,0
"19",804,0,0,0,0,0,0.008,0
"20",197,2,2,2,0,0,0.00820648577101257,0.0416740615596864
"21",832,2,2,2,0,0,0.00825236257154266,0
"22",413,0,0,0,0,0,0.008,0
"23",412,0,0,0,0,0,0.008,0
"24",1645,0,0,0,0,0,0.008,0
"25",177,0,0,0,0,0,0.008,0
"26",379031,0,0,0,0,0,0.008,0
"27",379033,0,0,0,0,0,0.008,0
"28",760,0,0,0,0,0,0.008,0
"29",735,0,0,0,0,0,0.008,0
"30",1644,0,0,0,0,0,0.008,0
"31",189,0,0,0,0,0,0.008,0
"32",379589,0,0,0,0,0,0.008,0
"33",379590,0,0,0,0,0,0.008,0
"34",379593,0,0,0,0,0,0.008,0
"35",185,0,0,0,0,0,0.008,0
"36",379606,0,0,0,0,0,0.008,0
"37",379607,0,0,0,0,0,0.008,0
"38",379608,0,0,0,0,0,0.008,0
"39",379609,0,0,0,0,0,0.008,0
"40",182,0,0,0,0,0,0.008,0
"41",659,0,0,0,0,0,0.008,0
"42",234,0,0,0,0,0,0.008,0
"43",721,0,0,0,0,0,0.008,0
"44",249,0,0,0,0,0,0.008,0
"45",724,0,0,0,0,0,0.008,0
"46",379630,0,0,0,0,0,0.008,0
"47",379632,0,0,0,0,0,0.008,0
"48",379635,0,0,0,0,0,0.008,0
"49",379637,0,0,0,0,0,0.008,0
"50",446833,0,0,0,0,0,0.008,0
"51",693,0,0,0,0,0,0.008,0
"52",1448,0,0,0,0,0,0.008,0
"53",379670,0,0,0,0,0,0.008,0
"54",379684,0,0,0,0,0,0.008,0
"55",432589,0,0,0,0,0,0.008,0
"56",379701,0,0,0,0,0,0.008,0
"57",665,0,0,0,0,0,0.008,0
"58",2342,0,0,0,0,0,0.008,0
"59",379807,0,0,0,0,0,0.008,0
"60",432588,0,0,0,0,0,0.008,0
"61",446844,0,0,0,0,0,0.008,0
"62",379837,0,0,0,0,0,0.008,0
"63",379845,0,0,0,0,0,0.008,0
"64",663,0,0,0,0,0,0.008,0
"65",1377,0,0,0,0,0,0.008,0
"66",379900,0,0,0,0,0,0.008,0
"67",432,0,0,0,0,0,0.008,0
"68",379923,0,0,0,0,0,0.008,0
"69",430,0,0,0,0,0,0.008,0
"70",433031,0,0,0,0,0,0.008,0
"71",765,0,0,0,0,0,0.008,0
"72",380730,0,0,0,0,0,0.008,0
"73",380752,0,0,0,0,0,0.008,0
"74",743,0,0,0,0,0,0.008,0
"75",750,0,0,0,0,0,0.008,0
"76",433146,0,0,0,0,0,0.008,0
"77",381254,0,0,0,0,0,0.008,0
"78",434121,0,0,0,0,0,0.008,0
"79",1652,0,0,0,0,0,0.008,0
"80",381698,0,0,0,0,0,0.008,0
"81",32,2,2,2,0,0,0.00814610432269084,0
"82",445371,0,0,0,0,0,0.008,0
"83",447097,0,0,0,0,0,0.008,0
"84",447099,0,0,0,0,0,0.008,0
"85",445339,0,0,0,0,0,0.008,0
"86",382374,0,0,0,0,0,0.008,0
"87",738,0,0,0,0,0,0.008,0
"88",433641,0,0,0,0,0,0.008,0
"89",876,2,2,2,0,0,0.0075999019367492,1
"90",383224,0,0,0,0,0,0.008,0
"91",383631,0,0,0,0,0,0.008,0
"92",432683,0,0,0,0,0,0.008,0
"93",432608,0,0,0,0,0,0.008,0
"94",447330,0,0,0,0,0,0.008,0
"95",378243,0,0,0,0,0,0.008,0
"96",278,0,0,0,0,0,0.008,0
"97",872,0,0,0,0,0,0.008,0
"98",771,0,0,0,0,0,0.008,0
"99",386086,0,0,0,0,0,0.008,0
"100",386146,0,0,0,0,0,0.008,0
"101",386882,0,0,0,0,0,0.008,0
"102",387140,0,0,0,0,0,0.008,0
"103",388687,0,0,0,0,0,0.008,0
"104",434791,0,0,0,0,0,0.008,0
"105",444603,0,0,0,0,0,0.008,0
"106",395073,0,0,0,0,0,0.008,0
"107",1977,0,0,0,0,0,0.008,0
"108",824,0,0,0,0,0,0.008,0
"109",447320,0,0,0,0,0,0.008,0
"110",398473,0,0,0,0,0,0.008,0
"111",398674,0,0,0,0,0,0.008,0
"112",400331,0,0,0,0,0,0.008,0
"113",401752,0,0,0,0,0,0.008,0
"114",401938,0,0,0,0,0,0.008,0
"115",823,0,0,0,0,0,0.008,0
"116",884,0,0,0,0,0,0.008,0
"117",407495,0,0,0,0,0,0.008,0
"118",434389,0,0,0,0,0,0.008,0
"119",411004,0,0,0,0,0,0.008,0
"120",411575,0,0,0,0,0,0.008,0
"121",412675,0,0,0,0,0,0.008,0
"122",875,0,0,0,0,0,0.008,0
"123",893,0,0,0,0,0,0.008,0
"124",874,0,0,0,0,0,0.008,0
"125",450596,0,0,0,0,0,0.008,0
