"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",400,0,0,0,0,0,0.0769230769230769,0.499997137669936
"2",378243,0,0,0,0,0,0.0769230769230769,0.499997137669936
"3",934,0,0,0,0,0,0.0769230769230769,0.499997137669936
"4",406,0,0,0,0,0,0.0769230769230769,0.499997137669936
"5",403,2,2,2,0,0,0.0827586206896552,0.999988914148016
"6",384502,0,0,0,0,0,0.0769230769230769,0.499997137669936
"7",565,0,0,0,0,0,0.0769230769230769,0.499997137669936
"8",401,0,0,0,0,0,0.0769230769230769,0.499997137669936
"9",384503,0,0,0,0,0,0.0769230769230769,0.499997137669936
"10",564,0,0,0,0,0,0.0769230769230769,0.499997137669936
"11",1466,0,0,0,0,0,0.0769230769230769,0.499997137669936
"12",568,2,2,2,0,0,0.0827586206896552,1
"13",567,0,0,0,0,0,0.0769230769230769,0.499997137669936
