"","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality","pagerank"
"1",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"2",50,50,50,266,0.0212244897959184,0.00385551393180389,1,0.17741159227298
"3",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"4",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"5",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"6",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"7",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"8",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"9",2,2,2,0,0,0.00383845808322104,0.0222772908495067,0.00346326658226037
"10",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"11",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"12",2,2,2,0,0,0.00380269155047331,0.0119536859118381,0.00586914372838061
"13",6,6,6,25,0.133333333333333,0.00384940893827295,0.198172676632498,0.0176441316260301
"14",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"15",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"16",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"17",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"18",2,2,2,0,0,0.00384762320580691,0.00988077728705398,0.00283343425885815
"19",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"20",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"21",2,2,2,0,0,0.00380993555534539,0.0612375874320885,0.00544273959866736
"22",12,12,12,139,0.181818181818182,0.00385461802375648,0.0255948363744796,0.00809360626210063
"23",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"24",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"25",4,4,4,0,0.333333333333333,0.00385067045361444,0.0269676624186676,0.00429099731460009
"26",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"27",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"28",2,2,2,0,0,0.00383193825415806,0.0311319158639949,0.00391314681326196
"29",12,12,12,96,0.151515151515152,0.0038530380248398,0.248754714918896,0.0170678580488879
"30",2,2,2,0,0,0.00355311401464085,0.440215513842703,0.0246976134855353
"31",6,6,6,48,0.266666666666667,0.0038301166691567,0.0433986132889423,0.00474035758402708
"32",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"33",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"34",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"35",4,4,4,0,0.333333333333333,0.00382881659696953,0.0889028811730878,0.00703158981736938
"36",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"37",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"38",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"39",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"40",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"41",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"42",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"43",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"44",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"45",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"46",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"47",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"48",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"49",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"50",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"51",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"52",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"53",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"54",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"55",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"56",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"57",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
"58",0,0,0,0,0,0.00353356890459364,0.0062391598053881,0.00229357798165624
