"","labels","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
"1",527,0,0,0,0,0,0.0131578947368421,0.245841140582517
"2",276,2,2,2,0,0,0.0137614678899083,1
"3",2282,0,0,0,0,0,0.0131578947368421,0.245841140582517
"4",808,0,0,0,0,0,0.0131578947368421,0.245841140582517
"5",1307,0,0,0,0,0,0.0131578947368421,0.245841140582517
"6",526,2,2,2,0,0,0.0138299834040199,0
"7",670,0,0,0,0,0,0.0131578947368421,0.245841140582517
"8",199,0,0,0,0,0,0.0131578947368421,0.245841140582517
"9",587,0,0,0,0,0,0.0131578947368421,0.245841140582517
"10",411,0,0,0,0,0,0.0131578947368421,0.245841140582517
"11",258,0,0,0,0,0,0.0131578947368421,0.245841140582517
"12",319,0,0,0,0,0,0.0131578947368421,0.245841140582517
"13",273,0,0,0,0,0,0.0131578947368421,0.245841140582517
"14",443,0,0,0,0,0,0.0131578947368421,0.245841140582517
"15",197,0,0,0,0,0,0.0131578947368421,0.245841140582517
"16",412,0,0,0,0,0,0.0131578947368421,0.245841140582517
"17",177,0,0,0,0,0,0.0131578947368421,0.245841140582517
"18",721,0,0,0,0,0,0.0131578947368421,0.245841140582517
"19",2126,0,0,0,0,0,0.0131578947368421,0.245841140582517
"20",1449,0,0,0,0,0,0.0131578947368421,0.245841140582517
"21",693,0,0,0,0,0,0.0131578947368421,0.245841140582517
"22",379675,0,0,0,0,0,0.0131578947368421,0.245841140582517
"23",379690,0,0,0,0,0,0.0131578947368421,0.245841140582517
"24",432589,0,0,0,0,0,0.0131578947368421,0.245841140582517
"25",432588,0,0,0,0,0,0.0131578947368421,0.245841140582517
"26",24,0,0,0,0,0,0.0131578947368421,0.245841140582517
"27",1401,0,0,0,0,0,0.0131578947368421,0.245841140582517
"28",430,0,0,0,0,0,0.0131578947368421,0.245841140582517
"29",380118,0,0,0,0,0,0.0131578947368421,0.245841140582517
"30",765,0,0,0,0,0,0.0131578947368421,0.245841140582517
"31",829,0,0,0,0,0,0.0131578947368421,0.245841140582517
"32",381082,0,0,0,0,0,0.0131578947368421,0.245841140582517
"33",381084,0,0,0,0,0,0.0131578947368421,0.245841140582517
"34",1569,0,0,0,0,0,0.0131578947368421,0.245841140582517
"35",381114,0,0,0,0,0,0.0131578947368421,0.245841140582517
"36",433146,0,0,0,0,0,0.0131578947368421,0.245841140582517
"37",381295,0,0,0,0,0,0.0131578947368421,0.245841140582517
"38",26,0,0,0,0,0,0.0131578947368421,0.245841140582517
"39",3080,0,0,0,0,0,0.0131578947368421,0.245841140582517
"40",378243,0,0,0,0,0,0.0131578947368421,0.245841140582517
"41",432600,0,0,0,0,0,0.0131578947368421,0.245841140582517
"42",433641,0,0,0,0,0,0.0131578947368421,0.245841140582517
"43",432620,0,0,0,0,0,0.0131578947368421,0.245841140582517
"44",382758,0,0,0,0,0,0.0131578947368421,0.245841140582517
"45",382814,0,0,0,0,0,0.0131578947368421,0.245841140582517
"46",3071,0,0,0,0,0,0.0131578947368421,0.245841140582517
"47",1407,0,0,0,0,0,0.0131578947368421,0.245841140582517
"48",341,0,0,0,0,0,0.0131578947368421,0.245841140582517
"49",383631,0,0,0,0,0,0.0131578947368421,0.245841140582517
"50",388,0,0,0,0,0,0.0131578947368421,0.245841140582517
"51",2245,0,0,0,0,0,0.0131578947368421,0.245841140582517
"52",1404,0,0,0,0,0,0.0131578947368421,0.245841140582517
"53",2978,0,0,0,0,0,0.0131578947368421,0.245841140582517
"54",2977,0,0,0,0,0,0.0131578947368421,0.245841140582517
"55",1120,0,0,0,0,0,0.0131578947368421,0.245841140582517
"56",434003,0,0,0,0,0,0.0131578947368421,0.245841140582517
"57",433973,0,0,0,0,0,0.0131578947368421,0.245841140582517
"58",389171,0,0,0,0,0,0.0131578947368421,0.245841140582517
"59",2972,0,0,0,0,0,0.0131578947368421,0.245841140582517
"60",389186,0,0,0,0,0,0.0131578947368421,0.245841140582517
"61",1460,0,0,0,0,0,0.0131578947368421,0.245841140582517
"62",395937,0,0,0,0,0,0.0131578947368421,0.245841140582517
"63",395939,0,0,0,0,0,0.0131578947368421,0.245841140582517
"64",395960,0,0,0,0,0,0.0131578947368421,0.245841140582517
"65",432896,0,0,0,0,0,0.0131578947368421,0.245841140582517
"66",401620,0,0,0,0,0,0.0131578947368421,0.245841140582517
"67",404802,0,0,0,0,0,0.0131578947368421,0.245841140582517
"68",405723,0,0,0,0,0,0.0131578947368421,0.245841140582517
"69",433703,0,0,0,0,0,0.0131578947368421,0.245841140582517
"70",2986,0,0,0,0,0,0.0131578947368421,0.245841140582517
"71",2076,0,0,0,0,0,0.0131578947368421,0.245841140582517
"72",417,0,0,0,0,0,0.0131578947368421,0.245841140582517
"73",589,8,8,8,6,0,0.0138376383763838,0
"74",432641,0,0,0,0,0,0.0131578947368421,0.245841140582517
"75",2542,2,2,2,0,0,0.0138070692194404,0.0686880900701323
"76",3082,2,2,2,0,0,0.013769047181935,0.844800020110307
