"upeople_id","no_of_review_by_the_author_got_merged","AVG_Merge_Time","X403scmChanges","X291scrChanges","X1mslChanges","number_of_domain","country","X403linesadded","X403linesremoved","X291ReviewGotMerged","X","in_degree","out_degree","degree","betweenness","clustcoeff","closeness","eigencentrality"
100,0,0,0,0,0,2,6,0,0,0,30,0,0,0,0,0,0.0294117647058824,0.499999768084563
102,0,0,0,0,0,2,10,0,0,0,29,0,0,0,0,0,0.0294117647058824,0.499999768084563
517,0,0,0,0,1,4,10,0,0,0,3,0,0,0,0,0,0.0294117647058824,0.499999768084563
817,5,0,54,9,815,7,7,3403,3654,5,34,0,0,0,0,0,0.0294117647058824,0.499999768084563
844,18,0,363,57,918,3,9,70557,79382,18,1,2,2,2,0,0,0.0300820419325433,0.999998500095536
1551,0,0,0,0,0,1,8,0,0,0,2,0,0,0,0,0,0.0294117647058824,0.499999768084563
2152,0,0,0,0,0,4,7,0,0,0,8,0,0,0,0,0,0.0294117647058824,0.499999768084563
3080,10,0,8698,17,2713,7,6,723321,369007,10,14,2,2,2,0,0,0.0300820419325433,1
3145,0,0,28,0,107,1,6,3006,1262,0,13,0,0,0,0,0,0.0294117647058824,0.499999768084563
3148,0,0,2,0,226,1,8,90,52,0,7,0,0,0,0,0,0.0294117647058824,0.499999768084563
3217,0,0,0,0,0,1,9,0,0,0,5,0,0,0,0,0,0.0294117647058824,0.499999768084563
378297,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0.0294117647058824,0.499999768084563
378330,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0.0294117647058824,0.499999768084563
379709,0,0,0,0,2,2,0,0,0,0,9,0,0,0,0,0,0.0294117647058824,0.499999768084563
379930,0,0,0,0,26,3,0,0,0,0,10,0,0,0,0,0,0.0294117647058824,0.499999768084563
380502,0,0,0,0,62,3,0,0,0,0,11,0,0,0,0,0,0.0294117647058824,0.499999768084563
381295,0,0,0,0,9,2,0,0,0,0,12,0,0,0,0,0,0.0294117647058824,0.499999768084563
383596,0,0,0,0,2,1,0,0,0,0,20,0,0,0,0,0,0.0294117647058824,0.499999768084563
383605,0,0,0,0,72,1,0,0,0,0,21,0,0,0,0,0,0.0294117647058824,0.499999768084563
383607,0,0,0,0,0,1,0,0,0,0,22,0,0,0,0,0,0.0294117647058824,0.499999768084563
383608,0,0,0,0,14,3,0,0,0,0,23,0,0,0,0,0,0.0294117647058824,0.499999768084563
383609,0,0,0,0,0,1,0,0,0,0,24,0,0,0,0,0,0.0294117647058824,0.499999768084563
383610,0,0,0,0,0,1,0,0,0,0,25,0,0,0,0,0,0.0294117647058824,0.499999768084563
383611,0,0,0,0,0,1,0,0,0,0,26,0,0,0,0,0,0.0294117647058824,0.499999768084563
383615,0,0,0,0,126,3,0,0,0,0,27,0,0,0,0,0,0.0294117647058824,0.499999768084563
383626,0,0,0,0,57,3,0,0,0,0,28,0,0,0,0,0,0.0294117647058824,0.499999768084563
395964,0,0,0,0,43,2,0,0,0,0,31,0,0,0,0,0,0.0294117647058824,0.499999768084563
406009,0,0,0,0,35,1,0,0,0,0,32,0,0,0,0,0,0.0294117647058824,0.499999768084563
406805,0,0,0,0,56,1,0,0,0,0,33,0,0,0,0,0,0.0294117647058824,0.499999768084563
432680,0,0,0,0,0,1,0,0,0,0,15,0,0,0,0,0,0.0294117647058824,0.499999768084563
443229,0,0,0,0,0,1,0,0,0,0,16,0,0,0,0,0,0.0294117647058824,0.499999768084563
447262,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0.0294117647058824,0.499999768084563
447263,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0.0294117647058824,0.499999768084563
447264,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0.0294117647058824,0.499999768084563
